Promoter,Threshold,Activation,Runs,S5PInt,S2PInt,Contact,DistActivation,5percentRG,5percentRP
3,90,25,31-40,27.301650000000002,10.50810810810811,12.39,122.90860697505528,348.1170837070383,335.45657492085036
3,90,25,41-50,17.7014,6.313513513513513,7.35,119.81768717445404,301.5410506090428,288.96627561035115
3,90,25,51-60,16.623849999999997,4.324324324324325,5.915,146.52305089188678,392.2903268314718,402.00539981800256
3,90,25,61-70,25.50635,8.405405405405407,11.584999999999999,113.46657357893272,412.0583782054094,395.0633218771217
3,90,25,71-80,38.342200000000005,11.086486486486487,16.815,113.27935877927573,285.1218421513854,263.70111877311666
3,90,25,81-90,16.995299999999997,5.945945945945946,7.2299999999999995,119.187370671626,286.27860209488153,278.8893750085207
3,90,25,91-100,8.644949999999998,2.1243243243243244,2.215,117.97189731147768,380.06482407609565,390.7866082139524
3,100,25,1-10,15.4267,4.054054054054054,5.68,113.69153707690141,368.03874833818105,357.32966965598786
3,100,25,11-20,12.4644,3.7837837837837838,4.255,110.94113587722134,398.9482876829672,375.94425752470596
3,100,25,21-30,13.12545,4.308108108108108,4.4799999999999995,115.76725218864465,387.8872268867371,391.77947048042694
3,100,25,31-40,14.839099999999998,5.675675675675675,5.7700000000000005,125.5698883137654,372.3181228001904,353.5519598860069
3,100,25,41-50,5.778700000000001,0.5405405405405406,0.585,122.62123638083514,409.14311786899066,407.8296178472965
3,100,25,51-60,12.5523,3.7837837837837838,4.345000000000001,115.74940578003799,372.1221466805817,371.68251099140826
3,100,25,61-70,23.575049999999997,6.962162162162161,9.435,107.04730327309755,362.8981349153063,333.89338942219047
3,100,25,71-80,18.573199999999996,6.383783783783784,8.010000000000002,126.35366123092953,334.3162843604012,322.48711481029096
3,100,25,81-90,19.065300000000004,4.951351351351351,7.505,116.65606723921536,281.710746624899,284.81859251588855
3,100,25,91-100,19.6552,7.205405405405405,8.01,117.99755657945165,354.4602804901477,330.7266857964884
3,10,30,1-10,12.060500000000001,7.297297297297298,3.9750000000000005,405.7763007804824,322.12957520793145,311.493888300362
3,10,30,11-20,13.428199999999999,9.562162162162162,6.2,274.29673617615384,280.0400232337512,273.35654934377595
3,10,30,21-30,26.034399999999998,11.902702702702703,11.655000000000001,395.72428874715587,364.2401816399074,351.4206935176288
3,10,30,31-40,18.5644,8.91891891891892,7.720000000000001,310.7525244315818,319.84041409087075,308.1511404450228
3,10,30,41-50,19.493299999999998,10.405405405405405,9.575,156.81402297422892,352.11279237523127,322.4960618064104
3,10,30,51-60,20.5668,9.756756756756756,9.6,275.2290094885834,363.6977814412222,342.8579776148482
3,10,30,61-70,17.0808,7.594594594594595,6.8,216.82782832664284,309.3725256976019,291.70425732973933
3,10,30,71-80,23.35095,12.432432432432432,10.49,205.3364819315774,236.44628533834543,212.21943347234136
3,10,30,81-90,12.512,8.108108108108109,4.71,374.4279127833032,387.76748119612176,364.7222201604966
3,10,30,91-100,15.678300000000002,11.35135135135135,7.334999999999999,354.9033701453041,341.98855130948795,338.9617822742258
3,20,30,1-10,5.36565,1.0810810810810811,0.65,127.26930858723952,432.2346444291173,446.13074435254913
3,20,30,11-20,16.627650000000003,7.8810810810810805,6.374999999999999,141.13441770904856,348.6203930568108,353.99763300405647
3,20,30,21-30,9.18,4.648648648648648,3.91,177.07630900957187,348.480108697146,346.3422652048543
3,20,30,31-40,14.457149999999999,7.3621621621621625,6.475,135.22108003631894,379.48496327645637,384.04609924963654
3,20,30,41-50,23.68515,12.17837837837838,11.645,144.98688040085455,237.82079894525992,214.80578527045182
3,20,30,51-60,12.288049999999998,6.216216216216216,4.9399999999999995,137.02573375153403,305.5702639953234,302.8692339402345
3,20,30,61-70,13.3584,3.7837837837837838,4.95,165.86506445053413,405.16443927673384,415.2112524356359
3,20,30,71-80,7.07415,2.4,1.72,167.38837940871537,432.4764739387325,430.3198881399426
3,20,30,81-90,7.866549999999999,2.1621621621621623,1.9849999999999999,117.5952161558169,364.5414745855341,368.54113219384215
3,20,30,91-100,14.2847,5.675675675675675,5.194999999999999,132.2900031550682,307.120674094224,293.5804352765175
3,30,30,1-10,18.954500000000003,8.643243243243244,8.655,119.78807968096115,305.72284743187043,295.9872075185932
3,30,30,11-20,20.481499999999997,8.91891891891892,9.25,129.90353621697722,288.29279385031884,276.3979163178904
3,30,30,21-30,11.603649999999998,2.7027027027027026,3.525,109.55121136685264,336.31257120561185,329.39358266175805
3,30,30,31-40,18.258000000000003,8.8,8.17,120.05577845818364,272.473236867725,248.41300370698892
3,30,30,41-50,19.830900000000003,9.837837837837839,9.26,132.42861513310183,422.84700942846905,412.4622419799475
3,30,30,51-60,19.233249999999998,8.562162162162162,8.765,137.42269966900045,298.74425869191003,291.4447857206274
3,30,30,61-70,10.26595,3.7837837837837838,3.8300000000000005,162.6525664045164,348.206160439152,342.1659876727675
3,30,30,71-80,7.5306,2.1621621621621623,1.81,124.16796284565783,421.26311452506326,422.77895707923926
3,30,30,81-90,24.6081,8.248648648648649,10.540000000000001,134.08863393256902,342.81367856184704,329.61034515832654
3,30,30,91-100,15.291750000000002,6.486486486486487,6.780000000000001,130.32421940584575,331.1013318505244,336.0749757259847
3,40,30,1-10,18.684849999999997,8.08108108108108,8.51,127.01619607247251,341.8165380988563,324.5621532420691
3,40,30,11-20,9.8055,4.864864864864865,3.7049999999999996,127.90683172146814,322.454334020608,309.1333242013485
3,40,30,21-30,21.5537,7.6702702702702705,9.05,121.13283305414338,304.02800182486493,294.03168977097164
3,40,30,31-40,13.1196,2.789189189189189,4.5600000000000005,106.3047706839114,400.6743327985188,387.2949661193569
3,40,30,41-50,24.0258,11.016216216216216,10.639999999999999,122.22005330970781,402.52320616722784,380.97569042855446
3,40,30,51-60,19.265849999999997,6.508108108108108,7.609999999999999,112.19871199550903,331.5714786378069,312.4165704038371
3,40,30,61-70,31.45735,15.843243243243242,15.960000000000003,122.51995616559584,346.4842427877471,337.2830977680428
3,40,30,71-80,30.978199999999998,13.432432432432432,14.335000000000003,133.43032178844993,250.67885903617974,224.99181226400978
3,40,30,81-90,12.665899999999999,3.4054054054054057,4.049999999999999,108.7765418641979,408.1138329393285,401.1644782355785
3,40,30,91-100,26.712399999999995,8.118918918918919,11.305000000000001,119.66206836710762,412.54080197193673,404.07283157567514
3,50,30,1-10,16.034000000000002,7.297297297297298,6.470000000000001,135.41500306159247,337.4471032944335,295.79216503436555
3,50,30,11-20,13.996300000000002,8.108108108108109,6.710000000000001,125.57073652307031,356.0532487703091,338.2771293901415
3,50,30,21-30,17.33945,6.302702702702702,7.024999999999999,117.92790366325863,332.21980613561385,338.5739478516383
3,50,30,31-40,10.26445,4.4,3.7600000000000002,168.20221766764456,369.07563033228087,365.01672274410987
3,50,30,41-50,17.01695,7.167567567567568,7.19,119.94099511770227,340.77159821477824,337.6050258565537
3,50,30,51-60,11.430200000000001,4.713513513513514,4.47,156.127478408081,333.74197762257427,335.7375637838745
3,50,30,61-70,13.13185,4.313513513513514,5.234999999999999,121.32617139353638,383.49877697186355,374.32773041639774
3,50,30,71-80,18.18455,7.297297297297298,9.095,122.76461831686993,356.0058845214616,347.3795077445511
3,50,30,81-90,11.55345,4.275675675675676,4.51,126.40269588574694,371.8993821908022,368.7744543085737
3,50,30,91-100,10.213249999999999,4.891891891891892,4.05,120.18364490122308,454.16163853449655,441.59403371852807
3,60,30,1-10,10.2213,4.054054054054054,3.6950000000000003,133.51966453506256,383.163390681863,367.00625859255047
3,60,30,11-20,12.21995,5.135135135135135,5.089999999999999,137.84431105673968,403.5131548916751,391.8106786026019
3,60,30,21-30,13.6052,6.151351351351352,5.665,123.35090026216207,376.6485931646594,369.7209672867317
3,60,30,31-40,15.3886,6.497297297297297,5.635,135.67292166573935,387.53308163132516,360.13931076646656
3,60,30,41-50,23.51775,11.102702702702702,11.445,143.80866268220274,341.66270495171034,335.5532143110171
3,60,30,51-60,20.432349999999996,10.416216216216217,9.094999999999999,122.83188346453721,306.7235094466685,283.1844241207319
3,60,30,61-70,25.26395,8.416216216216217,11.005,117.57756432147146,316.66954793076354,306.8923537115125
3,60,30,71-80,6.3933,1.3513513513513513,1.42,156.25726342298893,446.05893212052615,455.33711723162
3,60,30,81-90,22.67295,10.297297297297296,10.64,128.33341889081535,274.4573106210585,257.48570177598504
3,60,30,91-100,17.674,6.216216216216217,6.4300000000000015,120.43014645642383,363.85744771779525,336.4576203228317
3,70,30,1-10,37.247049999999994,17.44864864864865,19.065,118.4666236866934,254.81243652033217,242.20543708310805
3,70,30,11-20,20.549699999999998,8.64864864864865,8.870000000000001,122.73745349781706,279.0911944299194,245.70090179942858
3,70,30,21-30,22.4576,10.000000000000002,10.425,122.56391580603481,338.5146904327921,329.5071961649739
3,70,30,31-40,25.62265,10.8,10.985000000000001,122.1413171365898,284.4168003339393,264.5891688803669
3,70,30,41-50,7.856500000000001,1.8918918918918919,1.8850000000000002,112.17171686614883,414.12477741673547,405.6906291549607
3,70,30,51-60,19.512700000000002,8.64864864864865,9.330000000000002,116.97779252977575,343.66006846334756,337.87954396104595
3,70,30,61-70,5.9047,1.0810810810810811,1.31,104.42701029270525,522.0173382961427,511.17438889824143
3,70,30,71-80,19.517850000000003,7.5675675675675675,7.94,118.84579378790768,298.0304749630151,290.9240443757935
3,70,30,81-90,16.69095,7.194594594594595,6.755000000000001,120.06866103421885,301.68057929498616,292.48949597786475
3,70,30,91-100,15.406199999999998,6.389189189189189,5.97,151.93538806147356,403.3137475104021,397.16974101408834
3,75,30,1-10,10.25365,3.7837837837837833,3.7049999999999996,122.72826365084484,393.02154626730487,390.42013023181863
3,75,30,11-20,24.067050000000002,12.297297297297296,11.185,121.42417371986808,271.9905821733738,257.5237640211766
3,75,30,21-30,18.3262,7.2972972972972965,7.705,134.1135533819715,303.40257845840415,291.7772459311599
3,75,30,31-40,13.481750000000002,5.351351351351352,5.33,112.15832590062458,313.8663302058287,294.13811543613485
3,75,30,41-50,20.5147,6.372972972972973,8.605,113.57047768986254,381.9923284688772,376.689365764372
3,75,30,51-60,3.8558499999999993,0.0,0.03,,509.3157339191097,501.55287327063206
3,75,30,61-70,35.17595,17.281081081081084,17.34,123.55701036957825,219.69579907614948,191.69453722322004
3,75,30,71-80,21.3515,8.27027027027027,9.015,126.00915374579083,304.5141835506425,285.37728841853965
3,75,30,81-90,13.48745,5.421621621621622,5.4399999999999995,116.37535200961725,342.349377953234,342.1501749080326
3,75,30,91-100,23.026300000000003,12.28108108108108,11.120000000000001,122.69033560941497,267.52380491304757,243.1786339273991
3,80,30,1-10,20.744,9.31891891891892,9.235,125.89856570755381,334.9590791882192,322.8488326373272
3,80,30,11-20,17.48005,8.108108108108109,7.080000000000001,116.55601829629703,320.6704864407364,310.17279873298884
3,80,30,21-30,20.3989,6.486486486486487,7.999999999999998,116.52455773685367,282.26531017507943,263.78864439754176
3,80,30,31-40,15.126500000000002,4.054054054054054,6.135,123.69055883263749,449.8579176894915,449.27897321423626
3,80,30,41-50,29.1024,11.962162162162162,13.6,117.18556241683827,290.82381793475025,260.92523144975473
3,80,30,51-60,10.050450000000001,2.4324324324324325,2.8649999999999998,116.6597086162827,351.66626115165565,352.13933988333036
3,80,30,61-70,7.097599999999998,3.2432432432432434,2.06,161.4877832367187,346.12085426779566,356.3104142898496
3,80,30,71-80,28.1813,11.41081081081081,13.1,122.26628192077204,262.38753542482965,234.25068571033776
3,80,30,81-90,10.590900000000001,3.367567567567568,3.845,120.35668527385245,396.111584424301,377.39645078493135
3,80,30,91-100,13.996950000000002,6.34054054054054,6.015,116.54359115058213,361.3340819471792,355.70061602699315
3,90,30,1-10,20.825200000000002,8.578378378378378,9.84,112.18457078268628,341.4932826420065,323.61772720137606
3,90,30,11-20,16.98475,8.64864864864865,7.640000000000001,112.90563305933183,307.20318217486476,289.2681159279145
3,90,30,21-30,19.49225,8.07027027027027,8.469999999999999,117.27707550164219,349.4515516473534,347.22850352670605
3,90,30,31-40,15.131850000000004,4.85945945945946,5.87,112.4972557000161,359.56121897890245,346.3670273744735
