Promoter,Threshold,Activation,S5PInt,S2PInt,Contact,DistActivation
2,70,20,22.9265,10.2703,13.96,131.995
2,70,20,6.9731,1.62162,2.69,108.37
2,70,20,12.0066,6.58378,7.49,125.908
2,70,20,10.931,1.9027,5.15,115.52
2,70,20,3.8282,0.27027,0.75,120.144
2,70,20,8.5561,2.16216,3.77,132.338
2,70,20,5.5397,1.62162,2.35,120.896
2,70,20,23.6826,9.08108,14.31,142.45
2,75,20,17.7269,10.2703,12.47,149.484
2,75,20,15.9932,5.40541,8.82,116.715
2,75,20,8.4549,2.16216,3.82,149.613
2,75,20,7.4558,2.7027,4.1,117.892
2,75,20,24.5358,9.17838,15.25,120.241
2,75,20,14.1574,4.32432,7.22,136.797
2,75,20,12.536,4.86486,7.06,136.469
2,75,20,3.1646,0,0.15,0
2,75,20,11.524,6.48649,6.69,130.257
2,75,20,8.1345,4.69189,4.86,144.06
2,75,20,28.4344,10.5405,19.06,122.236
2,75,20,14.402,6.73514,8.66,120.475
2,75,20,6.8863,3.24324,3.74,125.181
2,75,20,23.414,10.1081,16.3,126.747
2,75,20,4.8838,1.62162,1.78,125.479
2,75,20,17.2198,5.94595,10.92,116.17
2,75,20,22.5929,7.02703,14.37,127.823
2,75,20,15.3696,9.12432,10.55,140.945
2,75,20,27.1935,9.35135,17.36,128.938
2,75,20,9.7764,4.85405,5.56,120.755
2,80,20,23.5248,8.10811,14.5,131.106
2,80,20,35.9853,12.973,24.38,118.1
2,80,20,20.3735,8.10811,13.44,123.08
2,80,20,2.8335,0,0,0
2,80,20,22.0367,7.56757,14.41,116.623
2,80,20,11.9269,6.65946,6.6,128.433
2,80,20,16.7011,5.94595,10.36,124.629
2,80,20,33.0763,13.9135,22.06,128.639
2,80,20,23.909,11.1459,16.7,119.018
2,80,20,28.5919,11.4703,17.5,123.161
2,80,20,5.2543,1.08108,1.33,119.873
2,80,20,23.0791,7.02703,13.65,120.415
2,80,20,14.6205,8.10811,10.59,127.674
2,80,20,27.4561,10.4865,16.43,123.842
2,80,20,14.5811,8.48649,10.61,123.185
2,80,20,18.472,7.02703,10.37,131.19
2,80,20,5.306,1.08108,1.99,132.765
2,80,20,4.6467,0.691892,1.41,119.861
2,80,20,22.7006,10.7568,16.1,123.411
2,80,20,8.2602,2.8,4.49,124.494
2,90,20,2.803,0.540541,0.32,134.759
2,90,20,10.3404,3.24324,5.59,114.498
2,90,20,16.8063,5.94595,9.44,122.595
2,90,20,17.5303,9.72973,11.21,131.593
2,90,20,18.6197,8.64865,12.1,125.548
2,90,20,17.0622,8.10811,10.78,136.377
2,90,20,9.2375,3.78378,4.67,125.441
2,90,20,9.8007,1.62162,4.34,121.457
2,90,20,16.788,7.02703,10.5,143.413
2,90,20,13.0875,7.95676,9.29,121.238
2,90,20,17.0769,7.55676,11.57,120.907
2,90,20,18.3598,8.21622,11.96,115.796
2,90,20,6.8999,1.08108,2.81,124.433
2,90,20,11.763,5.23243,6.74,137.692
2,90,20,19.2544,6.61622,11.62,134.756
2,90,20,7.0826,2.7027,3.48,140.187
2,90,20,10.2758,4.86486,6.24,129.161
2,90,20,11.277,6.48649,6.34,161.575
2,90,20,21.7642,8.81081,13.67,122.518
2,90,20,10.7177,2.7027,5.8,123.528
2,100,20,5.1765,0.540541,1.21,107.47
2,100,20,9.6335,3.78378,5.7,120.161
2,100,20,13.8097,6.48649,8.01,129.396
2,100,20,15.5117,4.65946,9.13,115.819
2,100,20,5.5431,2.16216,2.41,150.144
2,100,20,19.1781,5.67568,11.22,111.618
2,100,20,28.4433,12.973,19.39,130.538
2,100,20,26.6956,9.18919,17.18,128.082
2,100,20,11.662,8.10811,7.7,116.815
2,100,20,10.9331,4.32432,5.56,128.859
2,100,20,19.0484,8.29189,11.68,121.116
2,100,20,9.6928,4.86486,4.82,118.658
2,100,20,4.5877,1.08108,1.49,126.623
2,100,20,11.3378,2.7027,5.5,116.786
2,100,20,12.1497,3.54595,6.76,120.496
2,100,20,15.292,8.10811,9.23,119.614
2,100,20,13.5111,3.24324,6.89,113.937
2,100,20,13.2408,3.24324,6.57,156.717
2,100,20,20.7196,9.72973,13.74,121.922
2,100,20,27.3714,10.2703,18.31,122.84
2,10,25,15.954,11.8919,10,183.767
2,10,25,3.1269,1.62162,0.39,449.731
2,10,25,7.391,5.40541,3.88,262.096
2,10,25,8.5629,7.02703,4.98,195.711
2,10,25,24.9357,18.9189,17.93,165.849
2,10,25,10.6355,8.10811,6.27,182.593
2,10,25,20.1746,10.2703,14.15,151.95
2,10,25,10.4919,8.10811,6.44,246.062
2,10,25,2.5094,0,0,0
2,10,25,18.3416,16.2162,11.88,187.873
2,10,25,7.858,3.65405,4.39,187.833
2,10,25,6.1774,3.24324,2.5,174.89
2,10,25,7.6726,4.32432,4.3,183.751
2,10,25,11.8635,11.4919,9.34,155.908
2,10,25,4.9331,2.16216,1.88,143.118
2,10,25,27.1158,17.3081,19.24,166.73
2,10,25,4.2729,1.08108,1.31,136.568
2,10,25,5.3235,5.40541,2.21,272.045
2,10,25,14.2623,11.6649,10.52,163.577
2,10,25,29.3638,16.4,18.82,173.88
2,20,25,27.0229,16.2162,18.41,161.619
2,20,25,11.838,6.48649,7.01,138.778
2,20,25,24.2641,15.2108,17.79,153.355
2,20,25,4.3338,1.62162,1.37,117.802
2,20,25,32.3927,14.2919,23.09,131.375
2,20,25,12.9749,8.10811,8.41,150.404
2,20,25,11.4722,5.94595,7.56,139.991
2,20,25,8.1829,5.37297,4.52,163.854
2,20,25,20.9043,7.66486,13.01,143.577
2,20,25,12.1443,9.18919,9.11,163.113
2,20,25,9.422,4.32432,5.51,182.244
2,20,25,13.3864,10.8108,8.27,157.718
2,20,25,5.8837,2.7027,2.74,165.096
2,20,25,11.2046,6.48649,6.08,157.379
2,20,25,6.5645,4.32432,2.74,158.704
2,20,25,3.8398,1.62162,1.25,207.68
2,20,25,10.4134,5.94595,6.63,152.245
2,20,25,8.1564,3.24324,3.82,164.51
2,20,25,7.8515,2.16216,3.04,117.578
2,20,25,7.9316,3.78378,4.1,131.392
2,30,25,20.7819,13.0054,13.94,161.548
2,30,25,13.8226,9.79459,8.35,150.681
2,30,25,23.7403,9.74054,13.96,126.018
2,30,25,25.7574,16.9189,19.4,161.905
2,30,25,10.998,4.54054,6.93,138.908
2,30,25,4.8862,1.08108,0.92,124.923
2,30,25,3.6135,0.540541,1.04,127.923
2,30,25,21.8577,11.4162,15.06,143.144
2,30,25,18.1199,9.89189,12.41,138.589
2,30,25,23.4084,10.9622,15.11,139.069
2,30,25,7.6119,4.32432,4.02,139.808
2,30,25,18.3361,9.72973,12.69,140.181
2,30,25,14.8871,5.6,8.97,120.663
2,30,25,16.0196,10.4108,11.98,144.72
2,30,25,14.1287,8.10811,10.21,135.511
2,30,25,14.0892,10.2703,9.03,143.753
2,30,25,13.4655,5.63243,8.46,118.423
2,30,25,7.0544,4.86486,3.73,169.003
2,30,25,23.1412,10.8108,16.03,131.494
2,30,25,26.144,15.6757,19.08,136.182
2,40,25,16.9268,9.18919,10.52,121.289
2,40,25,12.0853,3.24324,6.19,142.326
2,40,25,5.6193,1.62162,1.85,115.024
2,40,25,12.9005,8.10811,8.05,150.622
2,40,25,8.9798,3.24324,4.85,129.868
2,40,25,19.4299,11.3514,13.83,130.89
2,40,25,12.0916,7.38378,8.46,134.647
2,40,25,18.2512,7.2973,11.03,132.489
2,40,25,17.3221,10.3784,12.07,133.709
2,40,25,3.8456,1.62162,1.42,135.907
2,40,25,7.3625,2.7027,3.85,117.869
2,40,25,2.9504,0,0,0
2,40,25,15.6217,5.40541,8.16,127.597
2,40,25,4.8653,3.24324,2.54,143.938
2,40,25,3.2027,0,0,0
2,40,25,2.8442,0,0.02,0
2,40,25,3.7871,1.08108,0.89,111.638
2,40,25,16.5487,7.02703,9.34,144.582
2,40,25,5.3659,3.78378,2.13,142.838
2,40,25,3.3033,1.08108,0.75,157.133
2,50,25,16.2017,8.98378,9.98,141.386
2,50,25,4.9365,2.16216,2.34,122.005
2,50,25,3.7478,1.62162,1.09,161.653
2,50,25,9.1088,3.78378,4.13,147.893
2,50,25,12.4229,7.56757,8.56,138.085
2,50,25,20.4214,14.4649,15.14,148.716
2,50,25,10.0082,6.05405,5.81,136.788
2,50,25,5.698,1.08108,2.11,119.733
2,50,25,13.2194,8.64865,8.52,144.595
2,50,25,4.4309,2.16216,1.52,120.6
2,50,25,13.7504,5.40541,7.82,122.87
2,50,25,3.0097,0,0.2,0
2,50,25,12.0491,9.18919,8.07,156.602
2,50,25,14.7312,6.48649,9.72,128.617
2,50,25,13.6485,6.48649,8.35,136.069
2,50,25,23.9613,13.0162,16.45,136.123
2,50,25,12.5593,5.94595,6.56,146.041
2,50,25,4.8694,1.62162,1.78,116.485
2,50,25,11.1559,4.32432,6.24,124.479
2,50,25,14.2723,9.80541,10.7,126.914
2,60,25,3.1287,1.08108,0.29,177.678
2,60,25,16.6902,8.10811,11.45,128.845
2,60,25,12.7671,7.56757,8.22,120.514
2,60,25,16.0733,7.02703,9.96,157.317
2,60,25,27.1758,16.0541,19.53,133.697
2,60,25,7.5204,2.7027,3.38,119.676
2,60,25,41.9962,21.8378,31.73,128.167
2,60,25,9.7912,4.32432,5.56,127.32
2,60,25,13.2557,6.48649,8.59,124.629
2,60,25,10.5938,4.32432,5.26,130.786
2,60,25,4.093,1.62162,1.34,125.38
2,60,25,15.2856,8.28108,10.07,133.783
2,60,25,20.7698,11.3514,14.14,134.431
2,60,25,6.4631,3.9027,3.55,143.468
2,60,25,14.2732,8.64865,8.63,134.185
2,60,25,8.5419,5.94595,5.76,137.651
2,60,25,6.7875,2.7027,3.38,129.88
2,60,25,10.2649,6.48649,7.05,130.729
2,60,25,11.7471,7.02703,6.71,134.46
2,60,25,11.4256,7.02703,7,140.761
2,70,25,21.3441,12.5622,15.98,133.092
2,70,25,12.349,5.40541,6.81,134.665
2,70,25,20.5884,9.93514,14.78,124.368
2,70,25,8.8689,5.1027,4.77,138.39
2,70,25,6.1042,1.08108,2.42,131.526
2,70,25,14.3124,10.2703,9.02,135.486
2,70,25,9.7377,3.24324,4.71,116.844
2,70,25,19.2333,8.75676,13.07,123.439
2,70,25,4.6745,1.08108,1.22,130.242
2,70,25,22.4116,10.8108,15.33,136.475
2,70,25,13.2752,7.56757,8.9,127.896
2,70,25,15.8578,6.48649,10.36,135.553
2,70,25,16.5959,7.56757,10.98,135.237
2,70,25,11.0454,2.16216,5.64,152.283
2,70,25,11.8398,5.66486,6.84,116.522
2,70,25,9.9389,3.78378,5.02,132.016
2,70,25,13.5538,7.91351,8.1,136.028
2,70,25,21.1835,11.3514,15.33,119.976
2,70,25,11.4813,3.98919,5.92,126.552
2,70,25,14.1095,7.02703,9.38,123.707
2,75,25,7.6084,3.24324,4.55,134.73
2,75,25,10.3193,4.86486,5.02,119.169
2,75,25,3.6452,0.540541,0.57,106.704
2,75,25,12.6073,4.32432,7.65,119.449
2,75,25,3.2688,1.08108,0.55,139.565
2,75,25,27.4,18.8541,19.3,129.68
2,75,25,32.2188,19.027,25.66,131.039
2,75,25,10.6473,5.01622,7.11,134.327
2,75,25,13.9491,8.10811,9.05,132.658
2,75,25,2.9369,0,0,0
2,75,25,14.7046,8.10811,10.07,136.239
2,75,25,22.0689,10.8865,13.17,126.431
2,75,25,14.2579,6.48649,9.16,129.786
2,75,25,16.0449,7.02703,9.2,116.141
2,75,25,14.5565,7.02703,8.97,121.636
2,75,25,8.6485,3.24324,3.96,115.993
2,75,25,7.3069,2.7027,3.34,144.556
2,75,25,9.5952,2.7027,5.4,119.049
2,75,25,17.3626,11.3514,12.88,128.789
2,75,25,12.9647,5.94595,7.85,129.461
2,80,25,13.2091,9.1027,9.49,145.461
2,80,25,15.1208,9.18919,10.63,132.815
2,80,25,13.401,8.0973,9.41,132.221
2,80,25,28.7216,12.973,17.71,128.793
2,80,25,7.9581,2.7027,4.51,122.818
2,80,25,23.95,8.64865,15.97,116.893
2,80,25,10.0502,4.32432,6.25,118.76
2,80,25,10.5114,5.40541,7,117.541
2,80,25,25.2048,12.973,16.17,125.195
2,80,25,21.6316,12.973,15.3,132.277
2,80,25,6.6002,2.16216,3.41,136.711
2,80,25,11.5889,3.78378,6.93,113.225
2,80,25,8.4954,5.40541,5.42,140.855
2,80,25,10.1537,3.78378,4.95,114.222
2,80,25,23.4438,11.6649,16.76,124.516
2,80,25,26.29,14.5946,18.24,124.087
2,80,25,7.8126,2.98378,3.83,124.122
2,80,25,2.9001,0,0,0
2,80,25,16.9093,10.627,11.69,138.963
2,80,25,18.2276,7.02703,12.67,126.93
2,90,25,13.8114,9.18919,9.56,123.616
2,90,25,16.1401,8.64865,10.91,124.822
2,90,25,17.506,10.8108,11.37,134.327
2,90,25,3.6358,1.08108,0.78,118.528
2,90,25,11.604,2.72432,5.7,114.954
2,90,25,5.4303,0.540541,1.73,112.442
2,90,25,20.6024,10,13.86,125.947
2,90,25,17.8135,7.41622,10.32,121.917
2,90,25,12.7369,7.02703,8.11,119.299
2,90,25,9.1322,3.78378,5.57,128.497
2,90,25,20.2085,10.2703,14.46,118.427
2,90,25,27.2108,12.6378,18.52,121.461
2,90,25,25.9939,10.1405,17.53,135.346
2,90,25,26.4576,15.1892,18.71,116.274
2,90,25,10.4561,4.86486,6.08,133.09
2,90,25,8.7053,4.32432,4.93,124.764
2,90,25,10.2256,3.24324,5.07,141.614
2,90,25,19.5341,8.10811,11.3,131.348
2,90,25,13.1476,5.94595,7.8,120.791
2,90,25,6.0159,2.7027,3.01,164.938
2,100,25,20.2658,11.6432,13.34,127.598
2,100,25,19.2411,14.1405,14.27,133.359
2,100,25,14.7932,5.40541,8.72,122.147
2,100,25,19.716,11.3838,12.82,121.304
2,100,25,19.8912,10.8108,13.53,143.874
2,100,25,6.1657,2.3027,2.64,127.157
2,100,25,9.8098,3.24324,5.7,122.485
2,100,25,13.2408,8.64865,9.32,123.827
2,100,25,7.4195,2.16216,3.91,133.376
2,100,25,18.5298,8.32432,12.52,128.831
2,100,25,16.2315,3.78378,9.23,118.474
2,100,25,3.584,0.540541,0.47,112.182
2,100,25,11.7247,2.7027,5.36,122.506
2,100,25,16.1768,7.02703,9.4,125.711
2,100,25,20.9868,8.82162,13.02,126.823
2,100,25,15.25,9.18919,10.44,125.778
2,100,25,18.0789,10.2703,11.44,114.623
2,100,25,8.0042,4.86486,4.82,140.475
2,100,25,14.142,7.02703,8.95,127.04
2,100,25,3.6315,0.540541,0.82,118.968
2,10,30,6.4558,4.32432,2.74,176.507
2,10,30,6.444,3.78378,2.74,199.058
2,10,30,12.7418,7.97838,7.02,254.996
2,10,30,5.3787,4.32432,2.83,175.791
2,10,30,6.806,3.76216,2.62,239.739
2,10,30,12.745,8.10811,7.61,193.504
2,10,30,10.4202,7.02703,6.71,169.736
2,10,30,7.9384,7.9027,4.14,205.397
2,10,30,19.077,13.8919,12.24,202.308
2,10,30,9.1813,7.02703,5.22,177.053
2,10,30,16.7785,8.64865,10.73,203.952
2,10,30,6.4887,6.38919,3.41,203.336
2,10,30,11.9953,4.32432,6.48,122.982
2,10,30,8.4995,4.86486,4.91,167.985
2,10,30,16.254,16.7568,11.06,216.316
2,10,30,3.2353,0.886486,0.55,306.064
2,10,30,11.0819,7.56757,7.41,187.46
2,10,30,4.4571,3.24324,1.69,239.177
2,10,30,12.6795,7.02703,8.08,210.14
2,10,30,6.744,3.48108,3,190.31
2,20,30,18.0091,11.8919,13.69,144.798
2,20,30,8.2807,5.94595,5.16,165.682
2,20,30,17.9957,9.72973,11.99,140.169
2,20,30,12.9237,11.2865,9.34,183.003
2,20,30,13.329,7.56757,8.57,146.045
2,20,30,21.1385,14.1297,16.01,149.064
2,20,30,12.6685,5.94595,7.08,159.603
2,20,30,11.4399,7.02703,6.45,161.173
2,20,30,4.6623,1.62162,1.4,188.32
2,20,30,3.0296,0.540541,0.34,167.155
2,20,30,11.8586,8.10811,6.82,165.526
2,20,30,6.1649,5.40541,3.67,155.973
2,20,30,14.3539,9.18919,9.89,137.443
2,20,30,7.7631,5.40541,4.3,175.606
2,20,30,8.6557,4.32432,4.91,160.538
2,20,30,7.3454,5.94595,4.96,158.003
2,20,30,3.1632,0,0.03,0
2,20,30,17.6816,9.72973,13.17,134.878
2,20,30,12.6505,9.2,8.17,161.241
2,20,30,9.819,3.51351,5.33,144.664
2,30,30,23.1027,14.5838,15.37,136.791
2,30,30,17.666,20,14.83,158.588
2,30,30,11.4391,8.10811,6.51,154.944
2,30,30,5.2527,2.52973,1.67,212.698
2,30,30,6.1564,3.38378,3.02,149.583
2,30,30,7.0928,3.26486,3.69,166.649
2,30,30,11.5582,5.45946,7,123.663
2,30,30,12.7026,7.56757,7.81,165.837
2,30,30,8.1508,4.32432,4.73,142.12
2,30,30,13.3845,10.2703,8.43,151.157
2,30,30,12.677,5.94595,7.2,142.395
2,30,30,16.6953,12.2054,14.64,130.567
2,30,30,5.7143,2.16216,2.3,186.675
2,30,30,6.7122,5.27568,3.9,160.807
2,30,30,10.4057,5.40541,7.28,138.381
2,30,30,9.0395,3.78378,4.91,121.505
2,30,30,10.7751,8.68108,7.17,135.171
2,30,30,4.3476,3.78378,1.38,178.186
2,30,30,10.1962,6.48649,6.18,163.906
2,30,30,20.796,11.8919,14.44,141.563
2,40,30,4.5097,2.16216,1.67,202.137
2,40,30,19.4467,13.2973,13.63,148.339
2,40,30,11.9938,12.973,9.75,147.856
2,40,30,25.9634,14.7459,18.38,133.71
2,40,30,6.0044,3.24324,2.86,124.47
2,40,30,11.0468,11.8919,8.93,147.443
2,40,30,3.1234,1.08108,0.59,123.109
2,40,30,10.8372,6.48649,6.89,150.619
2,40,30,16.7928,7.79459,10.02,130.977
2,40,30,9.4228,3.6,4.64,141.635
2,40,30,9.1686,4.32432,4.83,142.642
2,40,30,7.7229,4.86486,3.75,173.795
2,40,30,9.9191,8.10811,5.38,162.558
2,40,30,3.8815,2.7027,1.48,172.046
2,40,30,10.9456,6.48649,7.27,123.244
2,40,30,7.791,5.94595,4.54,136.685
2,40,30,4.5999,3.24324,1.93,167.436
2,40,30,6.5586,4.32432,4.69,145.291
2,40,30,22.4058,14.6919,17.35,140.74
2,40,30,10.0073,4.32432,5.91,115.709
2,50,30,12.1905,4.86486,7.26,140.263
2,50,30,9.0289,5.94595,4.92,130.863
2,50,30,15.3997,8.45405,10.34,129.284
2,50,30,14.7165,8.07568,9.53,152.76
2,50,30,10.8461,5.94595,6.2,137.786
2,50,30,5.3361,1.62162,1.84,124.547
2,50,30,16.8983,10.173,12.37,136.369
2,50,30,13.5102,4.86486,7.59,120.806
2,50,30,14.7575,8.47568,9.19,129.636
2,50,30,12.7728,7.56757,6.85,137.433
2,50,30,16.6911,12.973,11.77,131.449
2,50,30,13.9411,12.1189,11.06,138.848
2,50,30,11.669,5.40541,6.67,113.513
2,50,30,7.6071,5.41622,4.51,136.698
2,50,30,12.0333,5.25405,7.32,122.265
2,50,30,15.6366,13.5135,13.53,134.584
2,50,30,6.2487,4.32432,3.2,153.223
2,50,30,7.9561,3.24324,4.03,115.625
2,50,30,6.6869,3.24324,3.16,119.211
2,50,30,36.3968,19.7297,27.05,132.307
2,60,30,13.0085,5.94595,7.7,152.885
2,60,30,3.2407,0.540541,0.43,117.394
2,60,30,13.2591,8.64865,9.35,145.927
2,60,30,13.5437,6.48649,8.54,133.738
2,60,30,9.7507,4.86486,5.07,118.712
2,60,30,14.5824,7.56757,9.13,144.876
2,60,30,4.2976,1.62162,0.89,154.569
2,60,30,8.6112,4.24865,4.53,127.321
2,60,30,12.4967,9.72973,9.2,141.198
2,60,30,10.8423,5.40541,6.51,131.711
2,60,30,22.4543,10.9405,14.85,123.003
2,60,30,9.7445,6.15135,5.3,137.044
2,60,30,18.0835,12.4216,12.11,135.439
2,60,30,6.3719,3.24324,3.14,127.119
2,60,30,13.6285,9.72973,8.23,138.337
2,60,30,11.0932,3.38378,5.18,118.884
2,60,30,31.5488,20.4324,21.79,138.987
2,60,30,14.5762,5.94595,8.82,138.06
2,60,30,7.6727,3.6973,3.67,146.518
2,60,30,5.5689,3.24324,3.24,141.133
2,70,30,12.8469,7.02703,7.24,149.878
2,70,30,5.9079,1.08108,1.94,111.302
2,70,30,8.271,3.24324,3.91,124.198
2,70,30,13.3903,6.02162,9.63,137.574
2,70,30,3.818,1.08108,0.42,183.107
2,70,30,8.9977,4.32432,5.59,131.202
2,70,30,7.3549,5.58919,4.78,120.854
2,70,30,3.83,0.540541,0.16,117.001
2,70,30,9.3028,4.34595,4.98,131.002
2,70,30,8.3984,5.94595,4.73,134.249
2,70,30,17.3405,4.86486,10.57,133.07
2,70,30,14.9269,8.64865,9.84,127.338
2,70,30,6.8309,3.78378,3.04,139.954
2,70,30,13.7389,7.56757,8.83,133.543
2,70,30,2.7148,0,0,0
2,70,30,6.0329,2.7027,2.72,128.505
2,70,30,9.2976,6.43243,4.61,131.522
2,70,30,17.1476,7.83784,10.73,122.441
2,70,30,9.3626,3.24324,4.19,168.875
2,70,30,22.761,14.4108,16.5,129.095
2,75,30,8.7706,6.60541,4.97,139.509
2,75,30,14.1011,9.15676,9.19,131.748
2,75,30,12.3878,7.02703,8.79,138.704
2,75,30,19.3429,10.8108,13.69,129.87
2,75,30,8.9327,4.74595,5.3,120.452
2,75,30,10.9691,3.24324,5.16,129.316
2,75,30,4.495,1.62162,1.55,119.142
2,75,30,6.7868,2.16216,2.52,153.986
2,75,30,20.81,11.8919,14.86,136.863
2,75,30,25.5867,14.7676,17.8,133.939
2,75,30,3.5472,1.08108,1.09,117.497
2,75,30,5.583,3.78378,2.24,155.29
2,75,30,4.2943,1.08108,1.12,124.045
2,75,30,14.3945,5.40541,8.74,124.71
2,75,30,13.8903,9.07027,9.11,134.783
2,75,30,20.0851,10.3892,13.85,129.409
2,75,30,8.1131,4.86486,5.1,126.922
2,75,30,5.0843,1.08108,1.69,110.237
2,75,30,2.8078,0,0.12,0
2,75,30,20.3137,11.8919,12.93,132.304
2,80,30,12.9516,8.10811,9.2,139.146
2,80,30,27.1869,15.6757,19.49,129.49
2,80,30,5.7954,2.16216,2.32,117.496
2,80,30,18.9151,12.5622,13.65,130.07
2,80,30,15.112,8.64865,9.53,136.021
2,80,30,11.2534,3.24324,5.96,117.316
2,80,30,10.7625,6.48649,6.8,137.49
2,80,30,17.637,8.64865,11.54,125.188
2,80,30,13.2621,6.47568,8.22,136.042
2,80,30,16.8394,9.34054,11.54,125.665
2,80,30,12.8765,9.37297,9,134.432
2,80,30,17.2991,9.18919,11.43,145.782
2,80,30,21.9376,12.5946,15.73,128.087
2,80,30,19.0794,11.7838,13.47,140.693
2,80,30,11.6737,8.64865,9.22,132.372
2,80,30,9.6176,4.32432,6.14,125.43
2,80,30,6.5699,2.7027,3.07,131.649
2,80,30,9.3033,3.78378,5.49,125.356
2,80,30,11.3947,4.86486,5.33,121.753
2,80,30,6.6114,4.84324,4.23,130.681
2,90,30,13.7825,7.56757,8.69,128.032
2,90,30,3.0851,0.540541,0.18,242.385
2,90,30,4.947,3.24324,2.66,144.716
2,90,30,10.8832,7.05946,6.26,149.533
2,90,30,20.1478,10.573,13.73,127.292
2,90,30,5.2447,2.47568,1.94,143.263
2,90,30,3.3945,0.540541,0.14,146.116
2,90,30,13.2501,6.71351,7.4,126.265
2,90,30,9.3795,2.97297,4.94,130.387
2,90,30,3.3983,0.508108,0.71,141.967
2,90,30,15.656,9.18919,11.36,123.388
2,90,30,12.2963,7.56757,8.08,124.549
2,90,30,7.4377,4.18378,3.96,123.706
2,90,30,7.4177,3.24324,3.69,141.71
2,90,30,13.2501,5.94595,8.06,120.171
2,90,30,2.5314,0,0.02,0
2,90,30,14.2301,6.48649,7.85,134.088
2,90,30,6.4397,2.7027,2.77,131.258
2,90,30,3.1991,0,0.12,0
2,90,30,15.7798,6.05405,10.21,122.331
2,100,30,6.9758,2.7027,3.66,117.917
2,100,30,21.0775,11.1784,13.99,126.766
2,100,30,12.8629,10.8,9.15,154.592
2,100,30,13.5047,6.27027,7.05,123.261
2,100,30,10.9602,5.40541,6.36,116.264
2,100,30,12.3489,7.56757,7.71,131.255
2,100,30,7.2243,4.32432,3.96,117.915
2,100,30,14.5916,9.91351,10.42,140.538
2,100,30,16.2198,6.28108,10.97,137.899
2,100,30,11.2478,6.48649,7.33,129.183
2,100,30,19.6907,8.64865,11.79,123.685
2,100,30,14.3367,8.56216,9.14,124.603
2,100,30,19.9502,9.35135,12.8,117.33
2,100,30,8.0908,3.5027,4.31,122.602
2,100,30,20.5462,11.2324,14.73,122.497
2,100,30,11.7807,3.78378,5.55,117.426
2,100,30,12.3169,8.10811,7.76,134.947
2,100,30,14.6345,9.18919,9.42,125.372
2,100,30,18.5657,12.973,13.93,134.081
2,100,30,14.8648,9.18919,10.57,119.321
2,10,50,6.67,8.54054,4.06,294.579
2,10,50,5.475,8.10811,3.91,225.418
2,10,50,4.0886,3.24324,1.22,327.519
2,10,50,5.9247,4.86486,2.96,197.819
2,10,50,7.5198,8.10811,4.6,188.232
2,10,50,4.909,6.48649,1.43,217.243
2,10,50,17.9884,23.4162,15.25,183.218
2,10,50,9.7397,9.04865,5.8,252.437
2,10,50,17.2354,20,14.21,165.986
2,10,50,6.1454,8.10811,3.64,225.071
2,10,50,13.9404,14.5946,10.65,162.945
2,10,50,6.8871,7.30811,5.17,199.555
2,10,50,12.464,13.8811,9.33,186.254
2,10,50,3.3436,2.16216,0.95,321.616
2,10,50,10.3602,10.2703,5.62,211.675
2,10,50,3.8663,2.16216,1.35,236.861
2,10,50,8.1406,12.973,5.66,242.72
2,10,50,5.4021,7.02703,4,183.237
2,10,50,6.0511,5.94595,3.14,223.31
2,10,50,4.7464,6.48649,2.77,278.422
2,20,50,21.9604,20.1297,17.95,150.751
2,20,50,11.646,11.3514,7.46,154.645
2,20,50,8.8559,11.3514,7.63,172.014
2,20,50,11.5535,9.92432,7.93,161.528
2,20,50,4.3882,3.22162,1.34,190.517
2,20,50,3.9273,2.16216,0.55,258.819
2,20,50,10.8539,9.72973,7.13,165.727
2,20,50,6.8365,4.86486,3.29,167.777
2,20,50,6.4522,3.78378,2.88,150.688
2,20,50,5.796,6.48649,2.57,195.856
2,20,50,6.4846,4.86486,3.33,175.979
2,20,50,16.4988,18.7243,14.31,150.922
2,20,50,17.9988,17.6,14.02,148.986
2,20,50,5.0332,3.24324,2.48,147.581
2,20,50,7.959,6.97297,5.44,145.844
2,20,50,2.1776,0,0.02,0
2,20,50,9.052,5.71892,5.24,143.029
2,20,50,8.8446,5.94595,5.01,137.709
2,20,50,10.6017,10.8108,8.07,161.102
2,20,50,6.0611,2.35676,2.21,175
2,30,50,6.8753,5.94595,3.93,158.837
2,30,50,4.6245,2.25946,1.85,123.863
2,30,50,13.4846,14.5946,11.03,161.264
2,30,50,9.7428,7.56757,6.23,143.908
2,30,50,6.818,5.94595,3.9,166.932
2,30,50,13.7885,13.9135,10.69,154.026
2,30,50,4.4924,1.62162,1.66,124.382
2,30,50,7.5109,7.56757,5.84,156.528
2,30,50,8.3095,6.48649,4.06,181
2,30,50,5.3812,3.78378,2.57,174.094
2,30,50,6.2826,5.94595,3.02,140.325
2,30,50,3.9569,1.08108,0.74,193.545
2,30,50,5.2677,2.16216,2.05,165.548
2,30,50,16.6456,14.5946,13.47,148.89
2,30,50,11.9807,7.51351,6.63,166.961
2,30,50,7.2715,5.34054,4.09,166.49
2,30,50,8.2719,7.02703,5.23,163.196
2,30,50,4.2002,1.62162,1.14,166.331
2,30,50,4.7741,2.7027,1.77,202.504
2,30,50,4.2722,1.70811,1.45,147.521
2,40,50,12.5763,10.8108,8.01,157.493
2,40,50,6.0753,4.32432,2.79,145.376
