Promoter,Threshold,Activation,S5PInt,S2PInt,Contact,DistActivation
1,90,50,3.4351,1.08108,1.4,121.788
1,90,50,2.5519,0.540541,0.82,124.699
1,90,50,5.633,3.62162,3.26,176.405
1,90,50,9.7222,7.56757,8.46,171.623
1,90,50,4.1001,1.9027,2.76,140.946
1,90,50,3.7069,1.62162,2.09,116.623
1,90,50,3.9348,1.62162,1.75,189.759
1,90,50,7.7718,6,7.3,139.216
1,90,50,7.2271,4.32432,6.27,142.216
1,90,50,2.5002,0.540541,0.91,121.2
1,90,50,9.6483,8.64865,8.41,166.694
1,90,50,6.7211,5.70811,6.85,147.969
1,90,50,2.2098,0,0.01,0
1,90,50,8.217,6.04324,8.42,148.563
1,90,50,10.0727,5.94595,7.62,144.903
1,90,50,8.1589,9.18919,5.95,156.976
1,100,50,8.5243,5.40541,7.96,119.823
1,100,50,7.3061,4.86486,6.25,155.332
1,100,50,2.4934,0,0.19,0
1,100,50,7.8894,3.24324,5.86,152.515
1,100,50,7.0274,2.7027,6.15,129.392
1,100,50,8.8596,7.56757,7.18,141.328
1,100,50,5.2529,2.7027,3.52,143.296
1,100,50,5.1982,3.30811,3.54,203.058
1,100,50,8.2053,7.56757,7.57,145.716
1,100,50,7.3876,4.86486,6.56,157.056
1,100,50,9.4508,6.54054,8.81,139.251
1,100,50,4.5919,2.7027,2.79,129.022
1,100,50,22.9845,15.1351,22.91,148.192
1,100,50,7.4762,2.7027,6.49,143.501
1,100,50,2.8258,0.540541,0.85,113.474
1,100,50,2.4405,0.540541,0.1,278.147
1,100,50,16.7729,14.7676,17.9,139.795
1,100,50,9.3176,6.82162,7.81,155.309
1,100,50,10.5159,7.41622,9.86,128.291
1,100,50,6.0158,2.7027,4.67,125.663
1,10,75,4.6682,7.56757,3.62,210.968
1,10,75,2.0002,0.540541,0.02,327.636
1,10,75,4.2582,7.15676,3.15,206.084
1,10,75,5.6639,9.72973,6.18,215.207
1,10,75,3.4272,4.86486,1.6,253.302
1,10,75,10.5731,20.5405,11.89,208.13
1,10,75,8.4113,14.0541,7.42,242.775
1,10,75,5.2257,8.64865,5.03,215.548
1,10,75,4.1244,5.68649,3.03,217.37
1,10,75,2.5215,1.62162,0.89,187.038
1,10,75,8.5741,10.2703,8.87,172.971
1,10,75,3.8636,5.40541,1.83,238.668
1,10,75,8.7458,13.4162,8.88,204.392
1,10,75,7.3658,13.9135,7.13,248.259
1,10,75,8.2784,15.6649,11.55,207.482
1,10,75,2.1113,2.16216,0.02,305.068
1,10,75,5.0777,5.94595,3.86,208.681
1,10,75,3.6552,5.40541,2.66,204.993
1,10,75,2.3605,2.16216,0.91,306.862
1,10,75,5.25,10.2703,4.18,253.458
1,20,75,7.4829,13.5135,8.05,185.988
1,20,75,3.4313,3.24324,2.18,192.697
1,20,75,8.4944,12.0108,9.32,191.349
1,20,75,5.9075,10.2811,5.45,212.53
1,20,75,7.0353,10.0541,5.93,188.357
1,20,75,2.9852,3.2,1.77,133.464
1,20,75,2.8642,3.24324,1.76,182.683
1,20,75,3.091,2.16216,0.81,215.735
1,20,75,2.9573,2.16216,2.13,128.952
1,20,75,3.9856,5.40541,2.66,211.11
1,20,75,2.7086,2.16216,1,293.775
1,20,75,3.1872,1.62162,1.26,198.211
1,20,75,3.1971,3.24324,2.15,187.146
1,20,75,2.8666,4.86486,0.85,262.382
1,20,75,3.2864,2.7027,2.62,230.555
1,20,75,3.291,3.78378,1.82,197.67
1,20,75,5.3797,8.41081,4.04,213.046
1,20,75,6.2602,10.1622,7.14,169.92
1,20,75,5.5904,6.48649,3.76,176.799
1,20,75,2.2972,0,0.08,0
1,30,75,2.9364,2.16216,1.67,168.923
1,30,75,3.3714,4.32432,1.45,224.367
1,30,75,4.5544,3.78378,3.92,170.295
1,30,75,3.1216,3.24324,1.2,180
1,30,75,4.9666,7.00541,4.76,191.078
1,30,75,5.7708,7.56757,5.48,190.731
1,30,75,4.8952,6.08649,4.17,166.914
1,30,75,14.4439,24.5946,16.13,185.942
1,30,75,4.9846,8.88649,3.17,219.148
1,30,75,10.8721,23.2757,13.74,184.752
1,30,75,4.8382,7.17838,3.69,221.884
1,30,75,8.9753,14.8108,9.26,219.477
1,30,75,4.264,5.40541,4.7,171.656
1,30,75,5.0896,5.94595,4.17,193.631
1,30,75,9.2184,14.5946,10.71,165.541
1,30,75,9.0484,12.4324,9.23,182.468
1,30,75,5.2097,4.86486,3.21,193.138
1,30,75,4.7163,7.56757,4.3,197.196
1,30,75,7.3797,10.627,7.96,172.294
1,30,75,7.5135,11.6324,8,173.777
1,40,75,3.1305,3.71892,2.51,199.928
1,40,75,2.3534,0,0.32,0
1,40,75,8.5555,11.4162,9.02,174.441
1,40,75,3.4123,3.24324,2.55,194.547
1,40,75,2.1847,0,0.07,0
1,40,75,5.1043,5.28649,3.68,195.482
1,40,75,8.1705,10.8324,8.86,192.754
1,40,75,5.9575,7.23243,5.61,173.977
1,40,75,3.5121,1.08108,1.33,211.059
1,40,75,12.2245,19.4595,14.11,177.085
1,40,75,6.2068,8.64865,6.51,159.433
1,40,75,3.6402,4.17297,3.28,173.405
1,40,75,4.0546,4.87568,3.26,192.013
1,40,75,3.5701,4.32432,3.05,165.548
1,40,75,3.3192,2.7027,1.53,205.725
1,40,75,7.2526,11.5027,7.93,183.984
1,40,75,3.9943,4.32432,1.54,242.773
1,40,75,5.9004,6.65946,4.99,188.674
1,40,75,2.7684,1.08108,0.19,258.636
1,40,75,3.1449,2.7027,1.74,181.78
1,50,75,2.3344,0.540541,0.32,140.226
1,50,75,9.3842,12.973,10.27,174.239
1,50,75,8.3804,10.2703,7.61,174.53
1,50,75,6.3397,9.18919,6.65,173.894
1,50,75,2.1095,0.540541,0.32,256.491
1,50,75,2.5694,0.540541,0.36,135.489
1,50,75,5.6975,7.02703,4.96,158.069
1,50,75,5.5548,6.48649,4.01,186.79
1,50,75,2.7296,1.08108,0.54,205.224
1,50,75,2.7588,2.16216,0.32,267.183
1,50,75,5.1326,6.3027,3.06,219.703
1,50,75,9.7407,15.6757,11.82,167.241
1,50,75,4.7912,4.86486,2.98,202.547
1,50,75,3.4376,2.02162,1.95,170.749
1,50,75,4.8667,4.86486,4.37,175.666
1,50,75,9.5463,12.6811,10.53,164.609
1,50,75,7.5454,10.2703,7.23,151.685
1,50,75,3.9128,3.78378,1.86,223.136
1,50,75,4.7591,4.74595,2.95,193.328
1,50,75,4.6234,4.86486,3.62,197.091
1,60,75,5.4416,6.61622,5.97,142.464
1,60,75,7.372,7.02703,7.08,159.028
1,60,75,3.4165,2.51892,3.16,123.592
1,60,75,4.8336,4.67027,3.5,179.395
1,60,75,2.4845,0.540541,0.13,285.076
1,60,75,5.6672,8.64865,5.46,203.597
1,60,75,3.586,2.16216,2.11,141.195
1,60,75,4.0428,3.24324,3.38,165.468
1,60,75,3.678,2.16216,2.27,161.348
1,60,75,5.9178,8.64865,5.9,177.299
1,60,75,5.7466,8.64865,7.23,148.379
1,60,75,6.4105,7.95676,6.86,165.569
1,60,75,4.1171,3.24324,2.68,162.69
1,60,75,5.7161,4.71351,4.51,143.15
1,60,75,6.81,7.56757,4.66,175.876
1,60,75,5.859,6.48649,4.41,164.284
1,60,75,7.9029,10.8649,7.65,167.861
1,60,75,2.5892,0.540541,0.57,225.475
1,60,75,7.0383,10.0649,6.49,193.402
1,60,75,3.7749,2.7027,1.82,188.721
1,70,75,2.6807,1.62162,1.18,173.726
1,70,75,3.688,3.78378,2.7,142.874
1,70,75,6.4253,4.43243,4.72,166.107
1,70,75,6.6788,7.68649,7.29,146.37
1,70,75,2.0161,0,0,0
1,70,75,5.119,5.40541,3.34,188.232
1,70,75,10.4309,14.1189,12.08,175.122
1,70,75,5.6655,4.86486,4.47,151.032
1,70,75,5.028,3.78378,4.29,138.788
1,70,75,3.0269,1.62162,1.96,144.204
1,70,75,8.8705,12.4324,8.49,161.088
1,70,75,3.4074,3.24324,1.65,208.908
1,70,75,5.0557,3.36216,3.01,157.524
1,70,75,10.1278,13.5135,9.95,167.38
1,70,75,3.8926,3.00541,1.82,129.56
1,70,75,2.8895,1.08108,0.63,161.649
1,70,75,6.4928,8.36757,5.02,183.982
1,70,75,5.9168,7.02703,5.74,142.323
1,70,75,8.1234,5.40541,6.62,155.451
1,70,75,6.4424,5.40541,5.06,143.843
1,75,75,2.633,0.540541,0.38,155.242
1,75,75,4.8037,4.32432,3.48,160.962
1,75,75,7.4454,7.21081,4.36,191.33
1,75,75,4.3095,2.7027,2.51,132.258
1,75,75,5.0359,5.12432,4.03,179.058
1,75,75,9.2356,9.18919,10,158.606
1,75,75,2.9413,1.62162,0.34,193.865
1,75,75,2.5003,1.62162,0.67,172.9
1,75,75,5.2099,3.24324,3.46,150.818
1,75,75,8.3205,9.72973,9.28,163.979
1,75,75,4.7194,4.96216,3.23,186.415
1,75,75,12.3427,12.4,10.99,179.719
1,75,75,12.1326,15.1351,13.27,158.718
1,75,75,4.3263,4.32432,2.99,165.443
1,75,75,5.0346,4.47568,2.18,206.135
1,75,75,6.1496,5.94595,5.87,145.866
1,75,75,3.123,1.08108,1.05,188.893
1,75,75,3.7494,1.62162,1.25,185.121
1,75,75,5.2992,4.32432,3.58,179.69
1,75,75,5.2144,3.65405,3.97,130.398
1,80,75,8.5943,9.83784,10.45,146.665
1,80,75,9.4484,10,8.39,161.745
1,80,75,6.3522,5.94595,5.24,165.259
1,80,75,3.16772,0.616216,1.07,160.106
1,80,75,3.16086,0.742407,0.994357,131.27
1,80,75,6.4095,5.94595,5.11,158.096
1,80,75,2.6509,0.540541,0.68,156.222
1,80,75,6.602,7.56757,5.84,172.924
1,80,75,6.1376,6.48649,6.18,158.604
1,80,75,3.4592,2.16216,2.39,129.544
1,80,75,8.0698,9.18919,9.24,150.735
1,80,75,6.4918,8.12973,6.42,169.818
1,80,75,11.2753,16.2162,11.53,171.846
1,80,75,2.5618,0.540541,0.61,124.878
1,80,75,10.5001,10.6919,10.52,146.553
1,80,75,4.4963,2.3027,2.07,133.656
1,80,75,5.9959,5.94595,5.81,169.01
1,80,75,3.7809,2.16216,2.45,113.927
1,80,75,2.3367,0.562162,0.54,196.442
1,80,75,3.1037,0.540541,0.39,250.383
1,90,75,2.2303,0,0.02,0
1,90,75,4.5385,2.7027,3.54,139.932
1,90,75,11.2337,10.7784,11.52,166.238
1,90,75,2.4695,0.540541,0.65,125.806
1,90,75,6.6968,7.56757,5.6,174.831
1,90,75,9.5745,9.72973,8.81,152.154
1,90,75,7.5788,6.48649,5.73,164.696
1,90,75,4.5826,4.32432,3.18,180.799
1,90,75,5.1702,4.32432,4.34,127.328
1,90,75,4.6452,3.24324,3.1,165.238
1,90,75,4.7118,3.78378,3.05,147.801
1,90,75,10.8095,9.18919,11.5,138.973
1,90,75,7.332,6.19459,5.72,143.657
1,90,75,3.8152,2.7027,2.37,131.039
1,90,75,4.7265,3.24324,1.87,215.4
1,90,75,11.0912,10.2703,11.44,160.88
1,90,75,5.5552,3.24324,4.89,118.783
1,90,75,9.0708,8.16216,10.52,136.504
1,90,75,9.2156,8.10811,9.64,160.305
1,90,75,8.1905,7.58919,7.11,126.006
1,100,75,6.6055,2.16216,4.1,123.706
1,100,75,4.3376,1.62162,2.53,120.632
1,100,75,5.0457,3.24324,3.4,125.995
1,100,75,8.4116,6.48649,8.3,134.521
1,100,75,7.6288,3.78378,4.63,137.495
1,100,75,1.9105,0,0,0
1,100,75,7.4249,4.86486,5.18,129.827
1,100,75,3.1171,0.540541,1.43,142.688
1,100,75,4.0827,2.7027,2.24,166.71
1,100,75,5.7676,3.78378,2.89,155.571
1,100,75,6.2664,5.40541,5.81,170.306
1,100,75,10.6738,8.64865,9.47,154.934
1,100,75,6.403,6.86486,5.8,166.776
1,100,75,8.0626,8.4973,7.63,149.385
1,100,75,13.0685,8.64865,11.49,164.628
1,100,75,8.575,6.48649,7.92,133.625
1,100,75,1.9237,0.540541,0.16,262.953
1,100,75,3.1432,1.51351,1.44,128.235
1,100,75,8.6189,7.02703,8.22,160.486
1,100,75,10.5563,9.72973,10.54,146.501
1,10,100,4.6034,7.66486,3.14,215.467
1,10,100,3.2365,5.40541,3.36,230.221
1,10,100,9.1165,19.4595,10.51,213.194
1,10,100,3.448,7.02703,3.51,228.133
1,10,100,4.0883,9.16757,4.06,235.386
1,10,100,5.627,12.4324,4.99,234.528
1,10,100,7.6817,18.2703,8.82,255.956
1,10,100,2.1286,0.540541,0.06,289.553
1,10,100,4.3459,7.02703,3.39,225.516
1,10,100,14.4682,28.8108,18.07,200.237
1,10,100,4.4344,11.3514,4.13,273.409
1,10,100,3.8011,6.48649,3.67,266.405
1,10,100,8.1052,16.6378,8.92,194.268
1,10,100,5.1161,11.3514,5.27,225.695
1,10,100,4.4851,8.10811,3.78,251.874
1,10,100,5.6067,14.0324,4.47,247.114
1,10,100,6.5537,13.5135,7.46,215.959
1,10,100,2.9782,3.78378,0.95,353.705
1,10,100,6.8948,16.7568,8.76,222.835
1,10,100,4.0883,6.48649,3.28,229.907
1,20,100,4.639,5.77297,3.95,226.95
1,20,100,2.3069,2.16216,1.16,213.601
1,20,100,6.2082,14.7351,7.07,224.141
1,20,100,6.4164,12.7243,6.6,210.128
1,20,100,5.1233,7.31892,4.91,177.054
1,20,100,3.0547,2.7027,1.72,180.16
1,20,100,6.6246,14.5946,7.07,206.74
1,20,100,5.1343,10.2703,4.73,217.227
1,20,100,4.6838,9.71892,3.39,234.458
1,20,100,4.4503,5.40541,3.51,195.937
1,20,100,2.0981,0,0.02,0
1,20,100,2.5831,1.62162,0.87,217.928
1,20,100,4.1703,5.83784,1.37,230.8
1,20,100,5.2111,10.2703,5.49,197.067
1,20,100,3.8924,8.55135,4.4,193.352
1,20,100,8.0411,16.1189,8.78,200.487
1,20,100,2.8516,4.32432,1.48,221.076
1,20,100,3.418,4.32432,0.94,249.316
1,20,100,4.2677,6.48649,3.36,208.044
1,20,100,5.3633,8.84324,4.73,195.505
1,30,100,6.6743,10.9838,6.28,197.022
1,30,100,4.2298,6.54054,2.96,223.255
1,30,100,3.6552,4.32432,1.62,268.316
1,30,100,4.6832,6.02162,4.68,156.62
1,30,100,5.0751,6.48649,4.25,193.02
1,30,100,10.5894,22.7027,9.99,213.342
1,30,100,6.9474,11.3514,8.49,174.436
1,30,100,6.3789,9.18919,4.48,215.777
1,30,100,5.2386,6.75676,4.53,180.317
1,30,100,2.786,1.62162,0.76,239.169
1,30,100,2.8015,3.24324,2.31,194.465
1,30,100,4.8626,7.56757,3.66,215.04
1,30,100,5.5042,7.56757,4.15,191.054
1,30,100,9.31,16.7568,10.8,175.736
1,30,100,3.0599,3.24324,1.38,211.926
1,30,100,4.4742,6.48649,3.48,203.706
1,30,100,5.7531,10.4216,4.85,194.673
1,30,100,1.9392,0,0.13,0
1,30,100,2.9561,3.24324,1.63,193.013
1,30,100,2.2148,0,0.02,0
1,40,100,6.7232,13.5135,6.49,209.008
1,40,100,8.2686,17.8378,9.68,191.923
1,40,100,7.3589,13.5135,9.06,191.7
1,40,100,4.9918,7.02703,4.8,201.3
1,40,100,5.3019,6.48649,6.53,149.896
1,40,100,11.0853,16.7568,13.45,166.196
1,40,100,3.5045,2.44324,2.11,181.721
1,40,100,5.6313,9.72973,5.35,197.184
1,40,100,7.1421,9.27568,7.1,174.147
1,40,100,3.5995,3.24324,1.55,221.414
1,40,100,3.6973,3.78378,1.84,218.051
1,40,100,7.3901,9.72973,6.92,183.961
1,40,100,5.3221,6.48649,5.31,154.011
1,40,100,3.1424,3.78378,2.46,167.137
1,40,100,6.9848,11.3514,6.98,200.301
1,40,100,5.3073,5.94595,4.03,196.505
1,40,100,5.058,6.77838,3.69,186.267
1,40,100,3.8398,4.86486,2.66,157.28
1,40,100,4.1087,5.94595,3.35,178.976
1,40,100,4.2078,4.33514,3.53,167.197
1,50,100,3.9545,5.94595,3.19,237.573
1,50,100,6.9896,11.3514,6.73,190.441
1,50,100,4.1461,3.24324,2.62,186.685
1,50,100,3.6864,2.7027,2.34,132.942
1,50,100,4.0806,3.78378,1.3,223.474
1,50,100,11.6446,20.8432,14.11,174.622
1,50,100,4.1274,3.24324,3.51,138.655
1,50,100,12.1545,22.3459,13.87,175.187
1,50,100,6.4656,7.92432,5.41,183.922
1,50,100,5.8855,9.18919,6.83,172.632
1,50,100,3.2403,2.16216,1.47,170.863
1,50,100,6.2516,9.82703,5.7,171.326
1,50,100,6.3072,9.18919,6.66,177.532
1,50,100,8.1264,9.18919,7.62,193.563
1,50,100,7.8086,12.5405,7.37,186.812
1,50,100,2.5931,1.08108,0.26,229.342
1,50,100,2.2524,1.08108,0.08,307.834
1,50,100,6.7532,10.8108,8.68,170.001
1,50,100,2.3229,0.0864865,0.48,122.197
1,50,100,3.5217,3.28649,2.5,203.624
1,60,100,2.7141,1.08108,1.34,138.309
1,60,100,4.7244,4.55135,2.85,201.623
1,60,100,2.7832,1.62162,0.61,233.288
1,60,100,8.0925,14.5514,10.21,155.451
1,60,100,3.6274,2.16216,1.77,181.565
1,60,100,3.8167,3.96757,3.79,146.557
1,60,100,4.8776,4.32432,4.04,149.218
1,60,100,4.6077,6.48649,3.37,203.95
1,60,100,3.6163,3.45946,3.24,173.71
1,60,100,5.4368,7.24324,4.63,197.002
1,60,100,3.4402,3.32973,1.31,240.826
1,60,100,7.3479,10.8108,6.85,195.583
1,60,100,4.1102,4.86486,2.93,162.621
1,60,100,2.7097,1.35135,0.65,153.767
1,60,100,4.9054,5.40541,4.22,167.81
1,60,100,4.5262,6.48649,5.06,158.446
1,60,100,4.2334,3.78378,1.92,189.014
1,60,100,4.7639,5.40541,3.75,160.752
1,60,100,6.8741,11.827,6.1,194.917
1,60,100,3.9368,2.7027,1.36,174.806
1,70,100,7.2641,7.40541,7.04,178.231
1,70,100,9.081,12.973,8.95,175.671
1,70,100,3.0825,1.27568,1.54,186.245
1,70,100,2.5132,0.540541,0.07,287.086
1,70,100,6.0072,6.12973,6.08,155.935
1,70,100,6.7042,5.94595,7.96,133.28
1,70,100,5.0366,5.62162,3.79,189.469
1,70,100,9.3402,11.5892,10.4,174.371
1,70,100,5.1484,5.40541,3.15,171.134
1,70,100,3.1224,2.27027,1.01,195.438
1,70,100,5.5197,8.10811,5.14,190.167
1,70,100,6.8373,8.60541,6.12,179.164
1,70,100,2.517,0.540541,0.28,235.15
1,70,100,8.3394,9.80541,9.66,152.18
1,70,100,7.9528,10.3568,8.21,177.854
1,70,100,4.0988,5.40541,3.66,173.589
1,70,100,7.8911,11.8919,7.82,153.053
1,70,100,5.1164,4.86486,5.62,130.134
1,70,100,4.9602,5.40541,4.04,171.907
1,70,100,4.9603,4.86486,2.63,230.998
1,75,100,3.6691,2.7027,2.4,167.03
1,75,100,2.1325,0.291892,0.41,123.455
1,75,100,2.0278,0,0,0
1,75,100,3.0648,1.08108,1.41,122.964
1,75,100,8.4577,9.76216,8.22,165.211
1,75,100,13.0216,17.8378,13.71,173.591
1,75,100,7.3202,9.72973,7.71,179.453
1,75,100,5.1248,5.94595,3.81,165.967
1,75,100,7.0288,8.97297,7.3,156.05
1,75,100,8.7145,12.8108,8.34,184.452
1,75,100,9.0649,9.32973,8.49,168.269
1,75,100,4.3225,4.60541,2.84,172.82
1,75,100,5.9077,8.10811,6.37,181.927
1,75,100,6.4076,6.48649,4.74,170.141
1,75,100,3.8099,3.24324,2.25,173.172
1,75,100,2.5544,0.540541,0.27,142.021
1,75,100,4.4582,3.79459,3.35,123.229
1,75,100,7.2242,10.2703,7.2,188.045
1,75,100,4.813,4.86486,3.73,124.912
1,75,100,4.107,4.65946,3.82,158.619
1,80,100,7.1083,9.1027,8.54,167.535
1,80,100,3.468,2.7027,2.13,200.589
1,80,100,2.0219,0,0.04,0
1,80,100,3.808,3.39459,2.46,129.397
1,80,100,4.4913,3.92432,3.07,183.15
1,80,100,5.611,8.35676,5.31,163.197
1,80,100,4.1074,4.32432,2.58,149.083
1,80,100,5.136,4.86486,3.41,177.38
1,80,100,4.9316,4.86486,2.88,210.045
1,80,100,5.159,5.94595,3.87,179.16
1,80,100,2.5636,1.08108,0.62,198.165
1,80,100,3.3357,2.16216,2,147.002
1,80,100,2.4281,0.540541,0.1,258.394
1,80,100,4.1746,3.24324,2.49,174.283
1,80,100,3.2523,1.62162,1.2,133.249
1,80,100,7.1426,10.4865,7.26,158.578
1,80,100,5.7033,5.94595,6.66,124.109
1,80,100,4.8036,4.63784,3.92,148.294
1,80,100,4.5171,4.86486,5.04,149.564
1,80,100,4.718,3.78378,3.45,160.636
1,90,100,2.1794,0,0.11,0
1,90,100,2.3703,0,0.63,0
1,90,100,2.3367,0.540541,0.74,136.084
1,90,100,6.6451,6.12973,5.07,177.549
1,90,100,6.2307,5.40541,4.86,171.944
1,90,100,5.0366,5.94595,3.87,178.65
1,90,100,6.2823,5.40541,5.04,167.189
1,90,100,3.7474,2.7027,2.15,152.98
1,90,100,3.5905,1.91351,2.03,129.193
1,90,100,7.8781,7.48108,7.71,135.195
1,90,100,8.5641,10.2703,7.65,160.305
1,90,100,2.5689,0.540541,0.41,116.597
1,90,100,2.4862,1.08108,1.04,130.33
1,90,100,3.2339,2.11892,1.89,157.942
1,90,100,4.6411,3.24324,3.21,124.639
1,90,100,4.6141,3.78378,3.21,183.148
1,90,100,10.205,12.4324,11.29,143.26
1,90,100,3.1554,1.08108,1.24,120.286
1,90,100,7.2135,8.64865,6.58,168.067
1,90,100,4.2492,3.24324,2.66,175.299
1,100,100,3.5008,1.08108,1.84,122.759
1,100,100,7.8947,7.52432,7.12,165.39
1,100,100,9.4963,9.18919,8.94,144.001
1,100,100,4.6597,3.24324,2.88,152.879
1,100,100,1.9983,0,0.01,0
1,100,100,9.4713,10.8108,9.33,154.664
1,100,100,11.8904,12.7243,14.68,146.375
1,100,100,7.3159,7.02703,6.29,163.558
1,100,100,3.2424,1.62162,1.2,168.26
1,100,100,6.2367,3.78378,4.63,139.488
1,100,100,8.2514,7.02703,7.99,145.676
1,100,100,5.883,5.40541,4.85,155.707
1,100,100,3.7233,2.7027,2.28,169.351
1,100,100,6.9962,8.10811,6.59,154.015
1,100,100,4.9944,4.32432,3.72,189.259
1,100,100,3.4473,1.45946,1.87,131.365
1,100,100,8.7207,7.02703,8.94,154.107
1,100,100,1.7558,0,0,0
1,100,100,3.4376,1.62162,1.37,112.086
1,100,100,6.696,6.48649,7.16,138.293
2,10,1,2.9719,0,0,0
2,10,1,41.6839,1.62162,21.35,121.221
2,10,1,49.6595,1.54595,26.67,117.952
2,10,1,8.0146,0,2.93,0
2,10,1,60.4311,2.16216,34.25,153.199
2,10,1,59.3472,2.16216,32.22,154.097
2,10,1,36.7785,0.540541,19.23,124.299
2,10,1,64.0259,1.08108,33.15,124.3
2,10,1,45.6488,2.7027,24.98,121.512
2,10,1,56.128,3.05946,30.37,124.749
2,10,1,36.5403,2.16216,19.47,123.13
2,10,1,21.3614,1.40541,10.35,110.605
2,10,1,82.1841,2.7027,42.92,162.896
2,10,1,77.3485,2.7027,40.75,109.93
2,10,1,68.0003,5.40541,39.39,139.549
2,10,1,54.0619,3.24324,30.81,152.903
2,10,1,53.9541,1.62162,28.21,112.439
2,10,1,31.8315,0.540541,17.24,134.572
2,10,1,44.1479,2.41081,23.02,115.7
2,10,1,29.762,0,13.62,0
2,20,1,23.2937,1.08108,11.91,118.597
2,20,1,61.3118,2.16216,33.09,119.553
2,20,1,43.3896,1.08108,21.3,113.015
2,20,1,41.655,0.540541,21.19,117.391
2,20,1,73.3504,1.62162,38.78,114.028
2,20,1,48.5724,0.778378,23.8,117.037
2,20,1,55.0652,0.843243,29.88,119.19
2,20,1,84.2577,2.20541,44.27,117.518
2,20,1,78.1847,0.962162,39.63,114.332
2,20,1,61.2283,2.16216,34.78,118.062
2,20,1,36.0921,0.540541,18.22,121.495
2,20,1,14.9474,1.62162,7.66,126.589
2,20,1,51.1377,1.62162,25.63,118.223
2,20,1,63.246,2.16216,33.82,123.68
2,20,1,40.357,1.62162,21.3,127.557
2,20,1,49.1385,1.08108,25.61,123.05
2,20,1,44.7175,1.08108,22.74,113.776
2,20,1,17.6063,0.540541,8.11,106.454
2,20,1,54.732,1.23243,27.83,118.415
2,20,1,10.1056,1.08108,4.3,109.485
2,30,1,54.2406,1.62162,29.56,127.847
2,30,1,23.6096,0,10.63,0
2,30,1,2.929,0,0.28,0
2,30,1,46.5826,1.08108,22.94,114.095
2,30,1,41.417,1.62162,22.47,120.571
2,30,1,44.5712,2.7027,23.95,122.972
2,30,1,33.1063,1.08108,18.87,112.525
2,30,1,33.7502,1.08108,16.87,121.939
2,30,1,55.5722,0.540541,27.87,107.892
2,30,1,7.7567,0,2.52,0
2,30,1,82.3143,2.16216,43.53,116.467
2,30,1,3.5102,0,0.87,0
2,30,1,53.5095,0.540541,27.89,118.879
2,30,1,10.2879,0,3.94,0
2,30,1,32.5801,1.08108,15.69,109.215
2,30,1,31.6185,0,15.55,0
2,30,1,98.0049,1.08108,49.51,110.975
2,30,1,14.964,0,6.5,0
2,30,1,83.5492,3.42703,45.44,114.098
2,30,1,36.1096,0,18.28,0
2,40,1,53.8652,0.540541,27.2,106.157
2,40,1,29.9805,1.62162,15.62,124.34
2,40,1,68.5484,1.08108,35.43,116.049
2,40,1,47.2752,0.540541,26.07,107.707
2,40,1,6.5249,1.08108,2.8,117.804
2,40,1,30.9133,0.540541,14.61,102.698
2,40,1,62.2205,1.08108,33.3,109.859
2,40,1,42.7957,1.08108,21.86,110.599
2,40,1,38.1856,0.540541,19.25,110.736
2,40,1,18.9305,0,8.09,0
2,40,1,51.8855,1.08108,26.94,129.524
2,40,1,88.4281,2.7027,47.22,119.66
2,40,1,2.9539,0,0,0
2,40,1,43.7361,1.62162,23.25,112.98
2,40,1,46.7237,1.62162,23.89,112.451
2,40,1,61.0373,1.62162,32.31,116.645
2,40,1,24.8682,1.08108,12.67,111.782
2,40,1,81.397,2.7027,41.36,117.11
2,40,1,37.0259,0.540541,20.61,106.829
2,40,1,50.3066,0.540541,24.34,110.341
2,50,1,36.5132,1.08108,20.55,124.004
2,50,1,40.729,0.540541,20,115.304
2,50,1,63.6202,0,39.82,0
2,50,1,53.3076,3.24324,28.95,120.427
2,50,1,48.3664,2.16216,24.78,116.831
2,50,1,37.0289,1.62162,17.98,110.363
2,50,1,25.6163,1.08108,13.14,117.404
2,50,1,72.4584,0.540541,38.31,107.948
2,50,1,53.6498,2.7027,30.23,115.641
2,50,1,68.92,1.62162,35.62,121.482
2,50,1,51.3342,0.540541,26.59,114.279
2,50,1,24.178,0,12.66,0
2,50,1,5.7383,0,1.78,0
2,50,1,27.8171,1.08108,13.67,116.521
2,50,1,55.9969,2.16216,28.92,142.193
2,50,1,80.9186,2.16216,41.47,105.819
2,50,1,57.3816,1.62162,30.58,123.816
2,50,1,28.8857,1.08108,15.81,120.212
2,50,1,69.0102,1.08108,34.73,109.73
2,50,1,20.824,0.540541,9.38,117.629
2,60,1,56.5748,0.540541,31.2,136.848
2,60,1,72.6236,1.62162,36.81,113.875
2,60,1,89.5716,1.62162,50.75,131.42
2,60,1,59.4326,1.62162,32.39,117.038
2,60,1,108.141,1.62162,55.84,109.758
2,60,1,45.5162,0,22.6,0
2,60,1,62.6277,2.7027,33.67,119.07
2,60,1,47.8892,1.08108,25.7,117.733
2,60,1,34.1536,1.08108,17.34,122.27
2,60,1,13.3567,2.16216,6.89,131.762
2,60,1,31.9026,0.540541,17.53,121.845
2,60,1,28.0315,2.16216,15.5,110.643
2,60,1,21.8234,0.540541,10,120.683
2,60,1,43.0112,1.08108,22.88,122.781
2,60,1,53.2773,2.16216,26.95,110.274
2,60,1,114.719,2.03243,63.37,114.552
