,Promoter,Threshold,Activation,S5PInt,S2PInt,Contact,DistActivation
3764,2,60,20,10.6544,6.486486486486487,5.92,146.2298171936259
3765,2,60,20,28.9269,15.135135135135135,20.580000000000002,126.3238716226649
3766,2,60,20,27.786,14.69189189189189,20.46,130.642489118393
3767,2,60,20,7.4168,3.2432432432432434,3.7299999999999995,137.61372125795313
3768,2,60,20,12.2719,5.772972972972973,7.57,134.37563416420772
3769,2,60,20,12.8734,4.324324324324325,7.82,115.59258959710641
3770,2,60,20,21.5708,10.68108108108108,14.030000000000001,128.66338728105808
3771,2,60,20,2.7859,0.0,0.3,
3772,2,60,20,5.103,1.0810810810810811,1.7,113.00418820981494
3773,2,60,20,19.285,7.027027027027026,11.180000000000001,118.65077271090044
3774,2,60,20,10.7788,4.324324324324325,5.97,118.86572801144618
3775,2,60,20,21.4997,14.054054054054054,15.85,141.57789401787974
3776,2,60,20,6.7368,2.7027027027027026,3.2800000000000002,127.26903501622948
3777,2,60,20,9.1253,5.924324324324325,4.67,137.3314652531757
3778,2,60,20,6.2758,0.5405405405405406,2.21,108.65716990309423
3779,2,60,20,25.3629,11.145945945945948,15.76,119.36725612028208
3780,2,70,20,12.6374,7.5675675675675675,8.08,128.8772580841159
3781,2,70,20,8.8457,5.405405405405405,5.55,143.78992715151318
3782,2,70,20,17.0049,11.156756756756758,12.25,142.89870078162343
3783,2,70,20,18.2628,5.902702702702703,10.27,120.3607077602036
3784,2,70,20,27.7998,8.82162162162162,17.04,132.59664822808932
3785,2,70,20,9.2597,2.7027027027027026,4.63,146.1581765494231
3786,2,70,20,12.7642,5.740540540540541,8.85,131.06914054594614
3787,2,70,20,2.7448,0.0,0.0,
3788,2,70,20,17.7492,7.027027027027027,10.440000000000001,130.18623423203525
3789,2,70,20,7.6537,1.6216216216216217,3.4799999999999995,142.43639579459716
3790,2,70,20,16.9654,5.945945945945946,9.82,117.45287807114168
3791,2,70,20,7.5945,2.1621621621621623,4.07,118.73490264651568
3792,2,70,20,10.2683,4.594594594594595,6.2,137.78488481931944
3793,2,70,20,19.0724,6.486486486486487,11.74,120.37040379094192
3794,2,70,20,20.3203,8.108108108108109,11.620000000000001,128.3766066272706
3795,2,70,20,10.2106,4.864864864864865,5.630000000000001,131.03776542951795
3796,2,70,20,10.6241,4.324324324324325,5.62,127.14701674805062
3797,2,70,20,12.7286,4.324324324324325,7.45,112.58033820231853
3798,2,70,20,9.0076,3.2432432432432434,4.29,126.18228805323825
3799,2,70,20,14.8556,3.8810810810810814,7.390000000000001,107.02490685749979
3800,2,75,20,9.8192,3.7837837837837838,5.16,120.13567949752762
3801,2,75,20,29.6307,12.90810810810811,20.999999999999996,120.95927540070484
3802,2,75,20,15.1577,5.405405405405405,9.9,129.2879597548762
3803,2,75,20,19.4271,7.762162162162161,11.879999999999999,141.93679510243706
3804,2,75,20,5.3505,1.5243243243243243,1.94,124.96136047750463
3805,2,75,20,18.5369,7.5675675675675675,11.91,135.284173894855
3806,2,75,20,10.6429,6.475675675675676,6.37,117.60651444760634
3807,2,75,20,7.7586,4.032432432432432,4.119999999999999,123.77836377199989
3808,2,75,20,5.7545,2.5297297297297296,2.96,131.97673637919445
3809,2,75,20,12.6003,5.405405405405405,7.709999999999999,133.47321143706245
3810,2,75,20,6.301,4.064864864864865,4.25,164.10594982446872
3811,2,75,20,5.3968,2.1621621621621623,1.97,166.8148497131005
3812,2,75,20,47.9235,15.945945945945946,29.570000000000004,124.32900565607841
3813,2,75,20,16.1109,6.475675675675676,9.28,120.85339217845892
3814,2,75,20,16.6807,5.945945945945946,11.28,139.68793875707664
3815,2,75,20,27.1158,12.054054054054054,18.53,124.36306621675051
3816,2,75,20,22.1185,8.108108108108109,13.16,131.48605165771997
3817,2,75,20,7.5879,4.324324324324325,4.339999999999999,129.5319669899979
3818,2,75,20,2.7064,0.0,0.16,
3819,2,75,20,7.2359,2.1621621621621623,3.25,113.97249214285588
3820,2,80,20,21.5231,7.945945945945946,14.520000000000001,121.50421050416183
3821,2,80,20,25.9948,12.464864864864865,16.81,131.4073907689961
3822,2,80,20,27.7108,9.545945945945945,17.310000000000002,116.51341630041708
3823,2,80,20,33.2195,13.513513513513516,23.94,121.6339274384937
3824,2,80,20,17.4218,6.583783783783784,9.569999999999999,132.25625112259715
3825,2,80,20,8.4002,2.3891891891891897,3.45,139.52638742133567
3826,2,80,20,4.4745,1.6216216216216217,1.5,123.41121683606123
3827,2,80,20,20.3063,8.108108108108109,12.849999999999998,125.52019964338956
3828,2,80,20,14.1586,5.945945945945946,7.69,122.03029767827053
3829,2,80,20,19.9073,8.108108108108109,12.57,125.00251763127862
3830,2,80,20,18.3963,8.983783783783784,12.580000000000002,122.50371886788368
3831,2,80,20,8.6563,2.8216216216216217,4.3100000000000005,129.97840186369936
3832,2,80,20,3.7444,0.5405405405405406,0.79,128.51424266010835
3833,2,80,20,13.2014,4.324324324324325,7.590000000000001,116.99503801416006
3834,2,80,20,13.7588,7.5675675675675675,9.93,128.2176326138249
3835,2,80,20,30.2172,10.27027027027027,18.259999999999998,127.73054820610253
3836,2,80,20,22.502,9.18918918918919,16.279999999999998,121.63198971496304
3837,2,80,20,6.606,1.772972972972973,2.9,117.09571584099811
3838,2,80,20,29.9881,10.27027027027027,19.160000000000004,113.6728619492645
3839,2,80,20,23.1482,11.470270270270271,14.91,125.0010170978935
3840,2,90,20,4.9478,1.0810810810810811,1.5,136.67840371088977
3841,2,90,20,12.8548,7.027027027027027,7.75,128.79255336228294
3842,2,90,20,13.1593,5.945945945945946,7.920000000000002,137.56581213198825
3843,2,90,20,10.4427,4.324324324324325,5.7700000000000005,141.76358148457433
3844,2,90,20,9.2418,5.9459459459459465,5.290000000000001,141.5257410909492
3845,2,90,20,12.4823,3.07027027027027,6.82,124.42385053592618
3846,2,90,20,24.2037,9.18918918918919,14.84,121.69007191669628
3847,2,90,20,16.8764,5.5675675675675675,9.59,135.15845521725743
3848,2,90,20,13.9356,5.394594594594595,8.09,122.28564626147677
3849,2,90,20,4.5406,1.0810810810810811,1.1,129.75952388337728
3850,2,90,20,15.0212,5.405405405405405,9.030000000000001,126.17137351735828
3851,2,90,20,14.1205,6.108108108108108,9.110000000000001,126.54610581068108
3852,2,90,20,22.0901,9.72972972972973,14.719999999999999,135.50129422567952
3853,2,90,20,24.4856,12.972972972972974,17.369999999999997,125.5700654099859
3854,2,90,20,7.7998,1.6216216216216217,3.31,122.04595281005237
3855,2,90,20,10.8769,6.335135135135135,7.159999999999999,123.72410126634134
3856,2,90,20,16.5866,7.027027027027027,9.370000000000001,122.45646798381964
3857,2,90,20,13.053,6.994594594594593,9.09,149.5961373497506
3858,2,90,20,15.9874,5.513513513513513,9.97,114.27041331080378
3859,2,90,20,3.8408,0.5405405405405406,0.67,130.94389346227894
3860,2,100,20,7.6046,1.6216216216216217,3.19,114.59833298441988
3861,2,100,20,35.1494,10.27027027027027,21.830000000000002,122.8365374824893
3862,2,100,20,18.5044,9.72972972972973,12.32,123.470557499527
3863,2,100,20,16.4658,9.18918918918919,10.87,140.148692667913
3864,2,100,20,12.5166,4.864864864864865,7.640000000000001,116.13775011840261
3865,2,100,20,24.2192,9.372972972972974,14.469999999999999,122.2093669614774
3866,2,100,20,15.1464,7.5675675675675675,8.76,124.77468517062734
3867,2,100,20,24.0781,8.41081081081081,15.669999999999998,126.76716203462388
3868,2,100,20,8.1105,2.7027027027027026,3.96,117.2672314098043
