,Promoter,Threshold,Activation,Runs,S5PInt,S2PInt,Contact,DistActivation
459,1,50,1,,57.997,5.405405405405405,57.5,120.44434407472525
460,1,50,1,,2.1345,0.0,0.0,
461,1,50,1,,64.144,2.7027027027027026,56.0,132.54210370513258
462,1,50,1,,81.821,2.7027027027027026,62.45,115.89534939353737
463,1,50,1,,2.163,0.0,0.0,
464,1,50,1,,115.6965,0.0,93.55,
465,1,50,1,,1.9245,0.0,0.0,
466,1,50,1,,1.8215,0.0,0.0,
467,1,50,1,,2.4985,0.0,0.0,
468,1,50,1,,2.414,0.0,0.0,
469,1,50,1,,36.28,2.7027027027027026,26.15,119.31509460745686
470,1,50,1,,2.051,0.0,0.0,
471,1,50,1,,1.846,0.0,0.0,
472,1,50,1,,3.249,0.0,0.0,
473,1,50,1,,33.0095,5.405405405405405,30.95,116.65650412789597
474,1,50,1,,2.554,0.0,0.2,
475,1,50,1,,2.0555,0.0,0.5,
476,1,50,1,,1.355,0.0,0.0,
477,1,50,1,,5.306,0.0,4.2,
478,1,50,1,,34.9525,2.7027027027027026,30.65,107.4064494500078
479,1,50,1,,96.0235,5.405405405405405,78.05,119.69057325829141
480,1,50,1,,69.6655,2.7027027027027026,65.7,130.46072379401986
481,1,50,1,,2.2525,0.0,0.0,
482,1,50,1,,2.608,0.0,0.0,
483,1,50,1,,90.3005,0.0,73.35,
484,1,50,1,,2.598,0.0,0.0,
485,1,50,1,,2.093,0.0,0.0,
486,1,50,1,,3.1085,0.0,0.0,
487,1,50,1,,1.697,0.0,0.0,
488,1,50,1,,60.355,2.7027027027027026,43.25,110.28569752051209
489,1,50,1,,3.898,0.0,0.65,
490,1,50,1,,2.492,0.0,0.1,
491,1,50,1,,2.268,0.0,0.3,
492,1,50,1,,66.02,4.594594594594595,60.6,128.6081549138271
493,1,50,1,,1.651,0.0,0.0,
494,1,50,1,,81.5105,0.0,73.0,
495,1,50,1,,55.72,2.7027027027027026,44.15,137.6837408588973
496,1,50,1,,2.524,0.0,0.0,
497,1,50,1,,46.1415,2.7027027027027026,41.75,109.68404971104871
498,1,50,1,,2.066,0.0,0.0,
499,1,50,1,,1.853,0.0,0.0,
500,1,60,1,,40.311,0.0,34.25,
501,1,60,1,,2.3815,0.0,0.0,
502,1,60,1,,93.23,2.7027027027027026,73.05,116.48928565353177
503,1,60,1,,1.8255,0.0,0.0,
504,1,60,1,,1.763,0.0,0.0,
505,1,60,1,,35.427,5.405405405405405,31.35,117.44817550657487
506,1,60,1,,2.7775,0.0,0.0,
507,1,60,1,,2.103,0.0,0.0,
508,1,60,1,,59.534,2.7027027027027026,42.6,118.59070986838377
509,1,60,1,,40.44,0.0,35.6,
510,1,60,1,,2.404,0.0,0.5,
511,1,60,1,,2.5385,0.0,0.0,
512,1,60,1,,26.027,2.7027027027027026,19.15,125.5324534152886
513,1,60,1,,2.367,0.0,0.0,
514,1,60,1,,2.069,0.0,0.95,
515,1,60,1,,1.665,0.0,0.0,
516,1,60,1,,2.279,0.0,0.0,
517,1,60,1,,97.132,0.0,81.15,
518,1,60,1,,1.855,0.0,0.0,
519,1,60,1,,107.861,2.7027027027027026,82.4,108.91687455370612
520,1,60,1,,1.495,0.0,0.0,
521,1,60,1,,2.145,0.0,0.0,
522,1,60,1,,94.722,2.7027027027027026,82.2,117.02395910828852
523,1,60,1,,2.6165,0.0,0.0,
524,1,60,1,,2.781,0.0,0.0,
525,1,60,1,,19.882,2.7027027027027026,20.0,115.08764359362492
526,1,60,1,,54.034,2.7027027027027026,45.5,144.4382667812908
527,1,60,1,,2.5775,0.0,0.0,
528,1,60,1,,63.0605,0.0,51.7,
529,1,60,1,,1.9945,0.0,0.0,
530,1,60,1,,2.686,0.0,0.0,
