,Promoter,Threshold,Activation,Runs,S5PInt,S2PInt,Contact,DistActivation
1283,1,20,5,,2.102,0.0,0.0,
1284,1,20,5,,2.311,0.0,0.0,
1285,1,20,5,,50.068,13.513513513513514,48.75,122.40623018199622
1286,1,20,5,,1.807,0.0,0.0,
1287,1,20,5,,1.651,0.0,0.0,
1288,1,20,5,,2.868,0.0,1.65,
1289,1,20,5,,1.936,0.0,0.0,
1290,1,20,5,,5.6975,2.7027027027027026,3.75,138.77463344155134
1291,1,20,5,,13.0755,8.108108108108109,15.65,146.80263844395176
1292,1,20,5,,1.519,0.0,0.0,
1293,1,20,5,,35.9985,10.81081081081081,37.85,118.41474142804574
1294,1,20,5,,17.8015,0.0,13.8,
1295,1,20,5,,2.282,0.0,0.3,
1296,1,20,5,,2.167,0.0,0.0,
1297,1,20,5,,1.6865,0.0,0.0,
1298,1,20,5,,4.526,0.0,0.55,
1299,1,20,5,,2.0895,0.0,0.0,
1300,1,30,5,,2.2665,0.0,0.0,
1301,1,30,5,,13.9515,0.0,10.75,
1302,1,30,5,,16.618,2.7027027027027026,16.0,107.88667783221601
1303,1,30,5,,2.152,0.0,0.4,
1304,1,30,5,,40.078,10.81081081081081,37.65,136.66479592770426
1305,1,30,5,,15.161,2.918918918918919,12.0,130.44105085143568
1306,1,30,5,,50.664,8.108108108108109,40.25,117.13531896980619
1307,1,30,5,,24.5915,2.7027027027027026,18.85,109.27409387347556
1308,1,30,5,,1.9195,0.0,0.0,
1309,1,30,5,,2.205,0.0,0.0,
1310,1,30,5,,3.3625,0.0,0.0,
1311,1,30,5,,73.001,16.216216216216218,67.1,109.9136864220995
1312,1,30,5,,3.2595,0.0,0.35,
1313,1,30,5,,50.261,5.405405405405405,38.5,121.73170235213183
1314,1,30,5,,12.015,2.7027027027027026,9.0,114.34217947723778
1315,1,30,5,,3.5395,0.0,1.15,
1316,1,30,5,,2.5425,0.0,0.0,
1317,1,30,5,,23.4785,2.7027027027027026,15.65,115.92155524307711
1318,1,30,5,,14.9725,2.7027027027027026,11.7,115.9459561116102
1319,1,30,5,,65.5815,11.027027027027026,53.3,114.06998897249628
1320,1,30,5,,41.015,13.513513513513514,40.3,114.78766038327421
1321,1,30,5,,2.693,0.0,0.05,
1322,1,30,5,,3.301,0.0,0.15,
1323,1,30,5,,23.573,10.81081081081081,21.75,127.16772231432451
1324,1,30,5,,6.2675,2.7027027027027026,5.0,126.26984403335031
1325,1,30,5,,1.978,0.0,0.0,
1326,1,30,5,,2.0515,0.0,0.0,
1327,1,30,5,,81.9785,16.216216216216218,63.05,130.49096692068665
1328,1,30,5,,2.768,0.0,0.05,
1329,1,30,5,,25.4955,13.513513513513514,27.4,140.074676827436
1330,1,30,5,,56.9235,13.513513513513514,57.6,126.98610491088724
1331,1,30,5,,2.5045,0.0,0.0,
1332,1,30,5,,2.4875,0.0,0.0,
1333,1,30,5,,2.367,0.0,0.0,
1334,1,30,5,,1.8545,0.0,0.0,
1335,1,30,5,,17.933,0.0,14.7,
1336,1,30,5,,2.518,0.0,0.05,
1337,1,30,5,,1.7385,0.0,0.0,
1338,1,30,5,,1.9215,0.0,0.1,
1339,1,30,5,,2.3035,0.0,0.0,
1340,1,30,5,,2.5315,0.0,0.0,
1341,1,30,5,,33.9005,8.108108108108109,25.7,174.44826230937736
1342,1,30,5,,2.7445,0.0,0.1,
1343,1,30,5,,18.5695,5.405405405405405,17.85,203.28287581562358
1344,1,30,5,,2.1935,0.0,0.0,
1345,1,30,5,,31.7675,13.513513513513514,28.1,163.43655408340788
1346,1,30,5,,1.61,0.0,0.0,
1347,1,30,5,,7.554,2.7027027027027026,9.45,137.94891917570195
1348,1,30,5,,40.942,5.405405405405405,31.3,132.72442002206705
1349,1,30,5,,1.674,0.0,0.0,
1350,1,30,5,,37.956,6.108108108108108,33.0,124.29985331280784
1351,1,30,5,,6.7185,0.0,2.05,
1352,1,30,5,,2.464,0.0,0.0,
1353,1,30,5,,2.6355,0.0,0.0,
1354,1,30,5,,1.546,0.0,0.05,
1355,1,30,5,,2.072,0.0,0.0,
1356,1,30,5,,53.4905,5.405405405405405,46.55,130.90015649756458
1357,1,30,5,,2.581,0.0,0.0,
1358,1,30,5,,62.1715,16.216216216216218,47.65,137.95399120204536
1359,1,30,5,,36.1475,4.162162162162162,30.4,127.86247729932536
1360,1,30,5,,65.99,5.405405405405405,58.85,129.89747050951826
1361,1,30,5,,1.9485,0.0,0.05,
1362,1,30,5,,60.3595,5.891891891891892,48.25,121.91705671347275
1363,1,30,5,,1.7005,0.0,0.0,
1364,1,30,5,,1.918,0.0,0.0,
1365,1,30,5,,1.543,0.0,0.0,
1366,1,30,5,,2.095,0.0,0.0,
1367,1,30,5,,47.3745,8.108108108108109,41.9,134.95154266747548
1368,1,30,5,,2.216,0.0,0.0,
1369,1,30,5,,2.405,0.0,0.0,
1370,1,30,5,,2.1875,0.0,0.0,
1371,1,30,5,,2.52,0.0,0.0,
1372,1,30,5,,2.1985,0.0,0.0,
1373,1,30,5,,2.1615,0.0,0.0,
1374,1,30,5,,71.3315,13.513513513513514,60.75,128.32078215221355
1375,1,30,5,,2.0475,0.0,0.0,
1376,1,30,5,,3.2825,0.0,0.0,
1377,1,30,5,,82.9895,8.108108108108109,64.15,118.75660407417445
1378,1,30,5,,1.1005,0.0,0.0,
1379,1,30,5,,1.769,0.0,0.0,
1380,1,30,5,,2.176,0.0,0.15,
1381,1,30,5,,2.943,0.0,0.4,
1382,1,30,5,,2.1865,0.0,0.5,
1383,1,30,5,,40.6355,16.216216216216218,40.9,156.08273332380884
1384,1,30,5,,33.0245,2.7027027027027026,27.95,111.96942554753684
1385,1,30,5,,50.9845,10.81081081081081,52.5,124.19830128940205
1386,1,30,5,,22.644,13.513513513513514,18.8,141.2704238690434
1387,1,30,5,,11.9345,2.7027027027027026,9.8,101.64111660476235
1388,1,30,5,,16.0705,5.405405405405405,13.4,113.36385499242981
1389,1,30,5,,2.169,0.0,0.0,
1390,1,30,5,,3.63,2.5405405405405403,4.9,113.28017495095553
1391,1,30,5,,15.633,8.108108108108109,16.0,131.46524349724083
1392,1,30,5,,59.9665,10.81081081081081,48.55,127.12328889640466
1393,1,30,5,,35.26,7.027027027027027,34.45,117.32455098088873
1394,1,30,5,,2.3055,0.0,0.0,
1395,1,30,5,,97.359,8.108108108108109,85.6,123.44901131689971
1396,1,30,5,,2.409,0.0,0.0,
1397,1,30,5,,2.422,0.0,0.0,
1398,1,30,5,,0.951,0.0,0.0,
1399,1,30,5,,16.672,2.7027027027027026,14.9,109.57227947316068
1400,1,40,5,,1.6225,0.0,0.0,
1401,1,40,5,,40.5215,8.108108108108109,30.8,158.31774970726394
1402,1,40,5,,2.26,0.0,0.55,
1403,1,40,5,,2.142,0.0,0.0,
1404,1,40,5,,62.6915,10.81081081081081,54.55,130.40047936609824
1405,1,40,5,,1.753,0.0,0.0,
1406,1,40,5,,74.787,8.108108108108109,65.8,123.09669292576059
1407,1,40,5,,51.398,2.7027027027027026,40.45,121.09039521290512
1408,1,40,5,,34.225,10.81081081081081,30.7,159.15427843767677
1409,1,40,5,,4.132,0.0,0.8,
1410,1,40,5,,2.138,0.0,0.0,
1411,1,40,5,,2.0935,0.0,0.15,
1412,1,40,5,,2.368,0.0,0.95,
1413,1,40,5,,9.812,2.7027027027027026,7.3,130.1333757517984
1414,1,40,5,,2.0385,0.0,0.0,
1415,1,40,5,,1.591,0.0,0.0,
1416,1,40,5,,2.118,0.0,0.0,
1417,1,40,5,,1.8045,0.0,0.0,
1418,1,40,5,,1.5095,0.0,0.0,
1419,1,40,5,,2.6245,0.0,1.0,
1420,1,40,5,,1.965,0.0,0.0,
1421,1,40,5,,72.3695,8.108108108108109,56.85,116.29061141247227
1422,1,40,5,,1.8215,0.0,0.0,
1423,1,40,5,,2.021,0.0,0.0,
1424,1,40,5,,84.8925,16.216216216216218,72.85,120.0498218824434
1425,1,40,5,,2.498,0.0,0.0,
1426,1,40,5,,64.2285,10.81081081081081,51.45,119.43234091152257
1427,1,40,5,,1.295,0.0,0.0,
1428,1,40,5,,1.9475,0.0,0.0,
1429,1,40,5,,2.6035,0.0,0.0,
1430,1,40,5,,2.096,0.0,0.0,
1431,1,40,5,,8.653,2.7027027027027026,5.1,111.35257945269058
1432,1,40,5,,1.957,0.0,0.75,
1433,1,40,5,,1.495,0.0,0.3,
1434,1,40,5,,1.6055,0.0,0.0,
1435,1,40,5,,2.478,0.0,0.0,
1436,1,40,5,,2.405,0.0,0.0,
1437,1,40,5,,3.2665,0.0,0.25,
1438,1,40,5,,2.3445,0.0,0.1,
1439,1,40,5,,1.742,0.0,0.0,
1440,1,40,5,,44.0665,11.891891891891891,47.15,119.17689679141941
1441,1,40,5,,52.981,18.91891891891892,54.3,124.49045359968473
1442,1,40,5,,2.5515,0.0,0.2,
1443,1,40,5,,2.0565,0.0,0.0,
1444,1,40,5,,40.37,8.108108108108109,38.95,117.44008191092422
1445,1,40,5,,1.337,0.0,0.0,
1446,1,40,5,,2.085,0.0,0.0,
1447,1,40,5,,2.199,0.0,0.0,
1448,1,40,5,,2.6545,0.0,0.0,
1449,1,40,5,,3.909,0.0,0.75,
1450,1,40,5,,63.1345,21.62162162162162,58.55,121.52952003005339
1451,1,40,5,,1.368,0.0,0.0,
1452,1,40,5,,3.1035,0.0,0.45,
1453,1,40,5,,27.6035,10.81081081081081,25.2,125.5517656147757
1454,1,40,5,,2.191,0.0,0.0,
1455,1,40,5,,2.816,0.0,0.0,
1456,1,40,5,,2.4165,0.0,0.0,
1457,1,40,5,,2.224,0.0,0.0,
1458,1,40,5,,4.0625,0.0,0.85,
1459,1,40,5,,2.472,0.0,0.0,
1460,1,40,5,,24.409,5.405405405405405,23.25,118.5515567794411
1461,1,40,5,,2.052,0.0,0.05,
1462,1,40,5,,19.079,2.7027027027027026,17.15,119.89787875263765
1463,1,40,5,,43.799,10.81081081081081,35.5,165.8444316236868
1464,1,40,5,,1.291,0.0,0.0,
1465,1,40,5,,75.2075,10.81081081081081,63.9,116.8120363865586
1466,1,40,5,,1.4025,0.0,0.0,
1467,1,40,5,,1.989,0.0,0.0,
1468,1,40,5,,2.3625,0.0,0.45,
1469,1,40,5,,47.9595,10.81081081081081,48.55,113.22392217987779
1470,1,40,5,,2.176,0.0,0.0,
1471,1,40,5,,1.909,0.0,0.0,
1472,1,40,5,,6.438,8.108108108108109,6.5,125.32397214905727
1473,1,40,5,,1.7635,0.0,0.0,
1474,1,40,5,,19.13,2.7027027027027026,16.65,117.77465527113824
1475,1,40,5,,2.185,0.0,0.0,
1476,1,40,5,,2.006,0.0,0.0,
1477,1,40,5,,10.6445,5.405405405405405,10.1,136.85663200482412
1478,1,40,5,,2.3265,0.0,0.0,
1479,1,40,5,,2.088,0.0,0.0,
1480,1,40,5,,2.1215,0.0,0.0,
1481,1,40,5,,2.1345,0.0,0.0,
1482,1,40,5,,2.6365,0.0,0.45,
1483,1,40,5,,17.4555,8.108108108108109,13.45,141.08153544739523
1484,1,40,5,,2.0215,0.0,0.0,
1485,1,40,5,,3.1445,0.0,1.7,
1486,1,40,5,,27.6805,5.405405405405405,22.95,117.09821642813718
1487,1,40,5,,1.5695,0.0,0.0,
1488,1,40,5,,2.09,0.0,0.0,
1489,1,40,5,,10.8625,2.7027027027027026,8.65,114.05989537253235
1490,1,40,5,,2.0825,0.0,0.0,
1491,1,40,5,,2.285,0.0,0.0,
1492,1,40,5,,1.639,0.0,0.0,
1493,1,40,5,,3.6945,0.0,0.85,
1494,1,40,5,,1.7645,0.0,0.0,
1495,1,40,5,,1.5955,0.0,0.0,
1496,1,40,5,,1.9625,0.0,0.0,
1497,1,40,5,,1.548,0.0,0.0,
1498,1,40,5,,2.042,0.0,0.0,
1499,1,40,5,,1.754,0.0,0.0,
1500,1,50,5,,1.823,0.0,0.0,
1501,1,50,5,,2.2185,0.0,0.0,
1502,1,50,5,,31.2775,5.405405405405405,27.7,204.93010115271596
1503,1,50,5,,2.9045,0.0,0.0,
1504,1,50,5,,18.909,2.7027027027027026,16.65,116.02533193905266
1505,1,50,5,,1.9035,0.0,0.0,
1506,1,50,5,,2.0745,0.0,0.0,
1507,1,50,5,,2.1975,0.0,0.0,
1508,1,50,5,,2.0925,0.0,0.0,
1509,1,50,5,,6.6315,2.7027027027027026,5.45,116.03091218884414
1510,1,50,5,,1.631,0.0,0.0,
1511,1,50,5,,47.1465,5.405405405405405,44.5,116.6052038751717
1512,1,50,5,,1.806,0.0,0.5,
1513,1,50,5,,2.219,0.0,0.0,
1514,1,50,5,,1.814,0.0,0.0,
1515,1,50,5,,2.588,0.0,0.0,
1516,1,50,5,,1.585,0.0,0.0,
1517,1,50,5,,2.595,0.0,0.0,
1518,1,50,5,,1.328,0.0,0.0,
1519,1,50,5,,2.5765,0.0,0.05,
1520,1,50,5,,1.8925,0.0,0.05,
1521,1,50,5,,60.0485,13.513513513513514,46.95,132.4872115400422
1522,1,50,5,,27.553,0.918918918918919,20.1,130.55498506870254
1523,1,50,5,,13.384,2.7027027027027026,9.45,131.78356542068545
1524,1,50,5,,45.8595,2.7027027027027026,41.8,180.54815070190227
1525,1,50,5,,2.2675,0.0,0.0,
1526,1,50,5,,39.3,2.7027027027027026,36.25,116.94690461943337
1527,1,50,5,,2.0235,0.0,0.0,
1528,1,50,5,,2.514,0.0,0.0,
1529,1,50,5,,52.8965,5.405405405405405,52.6,122.12372581978705
1530,1,50,5,,1.8905,0.0,0.0,
1531,1,50,5,,2.345,0.0,0.0,
1532,1,50,5,,2.105,0.0,0.0,
1533,1,50,5,,2.2025,0.0,0.0,
1534,1,50,5,,46.2265,10.81081081081081,46.6,145.79348001620195
1535,1,50,5,,1.496,0.0,0.0,
1536,1,50,5,,1.8105,0.0,0.0,
1537,1,50,5,,47.073,8.108108108108109,43.1,124.75289292947377
1538,1,50,5,,74.0335,13.513513513513514,69.1,120.8620074498601
1539,1,50,5,,3.0665,0.0,0.0,
1540,1,50,5,,14.1855,2.7027027027027026,11.2,123.74752698980748
1541,1,50,5,,1.9345,0.0,0.0,
1542,1,50,5,,12.29,5.405405405405405,9.85,110.88168525607449
1543,1,50,5,,1.362,0.0,0.0,
1544,1,50,5,,8.2715,2.7027027027027026,6.45,119.38478535159169
1545,1,50,5,,1.4975,0.0,0.0,
1546,1,50,5,,1.92,0.0,0.0,
1547,1,50,5,,1.8455,0.0,0.0,
1548,1,50,5,,1.0365,0.0,0.0,
1549,1,50,5,,2.178,0.0,0.0,
1550,1,50,5,,2.3825,0.0,0.0,
1551,1,50,5,,2.1415,0.0,0.05,
1552,1,50,5,,2.2255,0.0,0.0,
1553,1,50,5,,3.0295,0.0,0.0,
1554,1,50,5,,36.4135,5.405405405405405,33.4,123.24067272206955
1555,1,50,5,,2.2875,0.0,0.0,
1556,1,50,5,,20.826,5.405405405405405,19.4,122.22075006568679
1557,1,50,5,,1.5885,0.0,0.0,
1558,1,50,5,,2.8805,0.0,0.2,
1559,1,50,5,,1.286,0.0,0.0,
1560,1,50,5,,1.776,0.0,0.0,
1561,1,50,5,,26.6145,8.108108108108109,20.7,150.4925527392417
1562,1,50,5,,61.006,19.89189189189189,54.35,132.6593046736189
1563,1,50,5,,2.867,0.0,0.1,
1564,1,50,5,,2.2155,0.0,0.0,
1565,1,50,5,,15.8815,8.108108108108109,13.2,167.37919102188678
1566,1,50,5,,44.905,5.405405405405405,43.55,132.923770723696
1567,1,50,5,,23.679,13.513513513513514,26.15,156.16168529252525
1568,1,50,5,,1.81,0.0,0.0,
1569,1,50,5,,1.9345,0.0,0.0,
1570,1,50,5,,2.098,0.0,0.0,
1571,1,50,5,,11.9915,2.7027027027027026,8.25,114.57602019691505
1572,1,50,5,,2.842,0.0,0.0,
1573,1,50,5,,2.2105,0.0,0.0,
1574,1,50,5,,62.3075,13.513513513513514,53.25,108.40280354690542
1575,1,50,5,,1.9395,0.0,0.0,
1576,1,50,5,,3.2255,0.0,0.0,
1577,1,50,5,,2.4035,0.0,0.0,
1578,1,50,5,,76.391,10.81081081081081,58.2,193.29709299698385
1579,1,50,5,,2.22,0.0,0.0,
1580,1,50,5,,1.8335,0.0,0.0,
1581,1,50,5,,2.5235,0.0,0.0,
1582,1,50,5,,1.988,0.0,0.0,
1583,1,50,5,,37.618,8.108108108108109,31.6,175.91495789290875
1584,1,50,5,,2.291,0.0,0.0,
1585,1,50,5,,2.1705,0.0,1.85,
1586,1,50,5,,4.0015,0.0,0.95,
1587,1,50,5,,17.8175,5.405405405405405,17.45,112.39602882200664
1588,1,50,5,,39.008,7.891891891891892,38.45,128.66145616992435
1589,1,50,5,,9.147,2.7027027027027026,5.7,114.51068645132973
1590,1,50,5,,1.9045,0.0,0.0,
1591,1,50,5,,8.474,5.405405405405405,5.95,114.76022646123995
1592,1,50,5,,2.1785,0.0,0.1,
1593,1,50,5,,1.8175,0.0,0.0,
1594,1,50,5,,39.437,10.81081081081081,35.85,150.3652085603424
1595,1,50,5,,1.806,0.0,0.0,
1596,1,50,5,,1.579,0.0,0.0,
1597,1,50,5,,7.5085,2.7027027027027026,7.3,106.34543957677054
1598,1,50,5,,2.2865,0.0,0.0,
1599,1,50,5,,28.6875,10.81081081081081,25.15,118.91351158289507
1600,1,60,5,,2.13,0.0,0.0,
1601,1,60,5,,33.6565,4.324324324324325,26.8,123.86978747282858
1602,1,60,5,,6.023,2.7027027027027026,6.45,139.34146222481175
1603,1,60,5,,38.5275,8.108108108108109,28.7,112.27410692602255
1604,1,60,5,,1.927,0.0,0.0,
1605,1,60,5,,60.085,18.91891891891892,59.5,122.25011350160798
1606,1,60,5,,1.5985,0.0,0.0,
1607,1,60,5,,2.55,0.0,0.0,
1608,1,60,5,,2.2685,0.0,0.0,
1609,1,60,5,,32.047,9.243243243243244,31.6,131.8129256328592
1610,1,60,5,,1.55,0.0,0.0,
1611,1,60,5,,2.6315,0.0,0.0,
1612,1,60,5,,2.622,0.0,0.0,
1613,1,60,5,,1.4705,0.0,0.0,
1614,1,60,5,,1.6735,0.0,0.0,
1615,1,60,5,,10.6045,2.7027027027027026,6.5,132.09062199771134
1616,1,60,5,,1.7995,0.0,0.0,
1617,1,60,5,,1.699,0.0,0.0,
1618,1,60,5,,2.87,0.0,0.0,
1619,1,60,5,,16.197,5.405405405405405,13.7,129.44016466845102
1620,1,60,5,,50.252,13.513513513513514,47.55,115.26681889451831
1621,1,60,5,,2.634,0.0,0.25,
1622,1,60,5,,3.5035,0.0,0.45,
1623,1,60,5,,20.243,0.0,16.5,
1624,1,60,5,,1.8105,0.0,0.0,
1625,1,60,5,,27.68,5.405405405405405,24.2,118.4699710193124
1626,1,60,5,,2.6295,0.0,0.0,
1627,1,60,5,,1.7725,0.0,0.0,
1628,1,60,5,,2.406,0.0,0.0,
1629,1,60,5,,1.986,0.0,0.25,
1630,1,60,5,,51.5855,10.81081081081081,43.5,121.9769989007949
1631,1,60,5,,2.176,0.0,0.0,
1632,1,60,5,,2.8015,0.0,0.0,
1633,1,60,5,,2.1655,0.0,0.0,
1634,1,60,5,,2.662,0.0,0.0,
1635,1,60,5,,44.3545,5.405405405405405,33.25,121.50546465992294
1636,1,60,5,,2.494,0.0,0.0,
1637,1,60,5,,17.1295,2.7027027027027026,17.8,120.54572539020873
1638,1,60,5,,72.053,8.108108108108109,64.95,124.88396053231934
1639,1,60,5,,39.281,18.91891891891892,38.35,144.64439080323754
1640,1,60,5,,3.189,0.0,0.0,
1641,1,60,5,,1.983,0.0,0.0,
1642,1,60,5,,39.5955,10.378378378378379,38.5,119.6370390911725
1643,1,60,5,,1.3395,0.0,0.0,
1644,1,60,5,,2.7195,0.0,0.0,
1645,1,60,5,,34.1065,8.108108108108109,31.8,136.36996267237757
1646,1,60,5,,2.446,0.0,0.4,
1647,1,60,5,,44.4055,16.216216216216218,46.85,120.8369757149495
1648,1,60,5,,29.4075,5.405405405405405,21.5,115.84963611512812
1649,1,60,5,,1.9055,0.0,0.0,
1650,1,60,5,,70.087,13.513513513513514,61.65,132.40290677020883
1651,1,60,5,,68.6465,13.513513513513514,58.25,124.60982980310567
1652,1,60,5,,66.9595,13.513513513513514,60.0,114.6445583462491
1653,1,60,5,,42.909,5.405405405405405,40.4,122.41756727799267
1654,1,60,5,,2.0495,0.0,0.0,
1655,1,60,5,,47.897,8.108108108108109,45.5,127.1225482141665
1656,1,60,5,,1.911,0.0,0.0,
1657,1,60,5,,11.9945,5.405405405405405,10.9,125.85001567598948
1658,1,60,5,,1.881,0.0,0.0,
1659,1,60,5,,1.4445,0.0,0.0,
1660,1,60,5,,1.915,0.0,0.0,
1661,1,60,5,,62.5605,12.0,63.35,124.41443825644107
1662,1,60,5,,14.859,5.405405405405405,13.85,122.49860448496169
1663,1,60,5,,11.184,2.27027027027027,7.65,131.23367199193078
1664,1,60,5,,2.4265,0.0,0.0,
1665,1,60,5,,1.77,0.0,0.0,
1666,1,60,5,,1.7955,0.0,0.0,
1667,1,60,5,,14.713,2.7567567567567566,11.4,118.98476677178921
1668,1,60,5,,52.401,0.0,42.95,
1669,1,60,5,,2.306,0.0,0.0,
1670,1,60,5,,2.163,0.0,0.0,
1671,1,60,5,,59.155,8.108108108108109,50.15,111.6959686867832
1672,1,60,5,,1.9055,0.0,0.2,
1673,1,60,5,,38.8955,5.5675675675675675,37.2,129.4513726148451
1674,1,60,5,,2.9225,0.0,0.0,
1675,1,60,5,,26.8375,2.7027027027027026,18.8,118.53705628396017
1676,1,60,5,,1.6295,0.0,0.0,
1677,1,60,5,,1.878,0.0,0.0,
1678,1,60,5,,1.7505,0.0,0.05,
1679,1,60,5,,23.495,5.405405405405405,16.6,109.69400778701353
1680,1,60,5,,8.056,2.7027027027027026,5.9,123.23018997502655
1681,1,60,5,,4.403,2.7027027027027026,3.15,115.99539833472801
1682,1,60,5,,17.321,5.405405405405405,12.3,133.24279334840244
1683,1,60,5,,3.642,0.0,0.95,
1684,1,60,5,,1.8455,0.0,0.0,
1685,1,60,5,,20.3795,10.81081081081081,17.85,116.91816546035788
1686,1,60,5,,78.701,10.81081081081081,68.4,128.14543560292583
1687,1,60,5,,36.9955,5.405405405405405,31.4,124.75726530475472
1688,1,60,5,,90.338,8.108108108108109,84.6,129.24954855524868
1689,1,60,5,,2.4555,0.0,0.0,
1690,1,60,5,,2.77,0.0,0.0,
1691,1,60,5,,1.457,0.0,0.0,
1692,1,60,5,,1.8505,0.0,0.0,
1693,1,60,5,,2.0125,0.0,0.05,
1694,1,60,5,,8.139,0.4864864864864865,7.3,123.06837875466114
1695,1,60,5,,41.048,10.81081081081081,38.8,119.81086489944295
1696,1,60,5,,2.4675,0.0,0.0,
1697,1,60,5,,1.8295,0.0,0.0,
1698,1,60,5,,17.213,0.0,11.5,
1699,1,60,5,,32.5785,0.0,29.95,
1700,1,70,5,,3.033,0.0,0.0,
1701,1,70,5,,12.317,2.7027027027027026,9.05,115.40402617631436
1702,1,70,5,,4.6425,0.0,0.35,
1703,1,70,5,,2.58,0.0,0.0,
1704,1,70,5,,22.837,8.108108108108109,23.05,126.56672543776484
1705,1,70,5,,21.721,2.7027027027027026,18.6,125.44741617838451
1706,1,70,5,,1.478,0.0,0.0,
1707,1,70,5,,2.87,0.0,0.0,
1708,1,70,5,,2.626,0.0,0.0,
1709,1,70,5,,36.92,10.81081081081081,32.05,156.40501289043866
1710,1,70,5,,2.092,0.0,0.0,
1711,1,70,5,,90.802,8.108108108108109,80.7,112.59681703327108
1712,1,70,5,,23.116,2.7027027027027026,19.2,119.94420620434434
1713,1,70,5,,48.526,2.7027027027027026,38.4,117.36909189503284
1714,1,70,5,,1.7045,0.0,0.0,
1715,1,70,5,,41.875,9.783783783783784,37.4,124.12351600246907
1716,1,70,5,,1.887,0.0,0.0,
1717,1,70,5,,15.6275,2.7027027027027026,7.9,124.88218477225726
1718,1,70,5,,63.2715,18.91891891891892,64.85,118.21084766621958
1719,1,70,5,,1.2985,0.0,0.0,
1720,1,70,5,,2.2915,0.0,0.0,
1721,1,70,5,,2.5115,0.0,0.45,
1722,1,70,5,,29.0275,5.405405405405405,21.75,184.19994338303783
1723,1,70,5,,2.1815,0.0,0.0,
1724,1,70,5,,14.238,2.7027027027027026,9.6,118.67329274401058
1725,1,70,5,,2.2035,0.0,0.0,
1726,1,70,5,,1.9135,0.0,0.0,
1727,1,70,5,,47.073,8.108108108108109,37.4,127.00841947934332
1728,1,70,5,,2.916,0.0,0.0,
1729,1,70,5,,2.0945,0.0,0.0,
1730,1,70,5,,2.947,0.0,0.0,
1731,1,70,5,,16.8695,2.7027027027027026,13.85,131.74143714859852
1732,1,70,5,,2.502,0.0,0.2,
1733,1,70,5,,2.4145,0.0,0.0,
1734,1,70,5,,2.198,0.0,0.0,
1735,1,70,5,,1.651,0.0,0.0,
1736,1,70,5,,1.8925,0.0,0.0,
1737,1,70,5,,26.3275,5.405405405405405,23.35,137.09786718781467
1738,1,70,5,,1.723,0.0,0.0,
1739,1,70,5,,1.972,0.0,0.0,
1740,1,70,5,,1.2565,0.0,0.0,
1741,1,70,5,,1.8135,0.0,0.0,
1742,1,70,5,,34.71,2.7027027027027026,26.05,108.79362379721486
1743,1,70,5,,2.186,0.0,0.0,
1744,1,70,5,,28.428,5.405405405405405,24.95,105.66963100887835
1745,1,70,5,,2.0295,0.0,0.05,
1746,1,70,5,,2.049,0.0,0.0,
1747,1,70,5,,48.2895,13.513513513513514,44.95,131.55843177294568
1748,1,70,5,,34.2715,2.7027027027027026,28.0,117.99308139068349
1749,1,70,5,,2.5435,0.0,0.0,
1750,1,70,5,,3.079,0.0,1.5,
1751,1,70,5,,3.3705,0.0,0.4,
1752,1,70,5,,1.9655,0.0,0.0,
1753,1,70,5,,2.541,0.0,0.05,
1754,1,70,5,,2.1555,0.0,0.0,
1755,1,70,5,,32.2425,8.108108108108109,27.45,178.59708429020864
1756,1,70,5,,58.176,8.108108108108109,54.8,112.41702790655002
1757,1,70,5,,1.9815,0.0,0.0,
1758,1,70,5,,1.841,0.0,0.0,
1759,1,70,5,,24.778,2.7027027027027026,22.85,120.68038997777863
1760,1,70,5,,2.5105,0.0,0.0,
1761,1,70,5,,10.7825,2.7027027027027026,4.65,134.4425489502731
1762,1,70,5,,2.0615,0.0,0.0,
1763,1,70,5,,2.566,0.0,0.0,
1764,1,70,5,,25.3055,2.7027027027027026,22.15,115.35122670120177
1765,1,70,5,,50.2755,10.81081081081081,47.95,123.62629894144499
1766,1,70,5,,2.426,0.0,0.0,
1767,1,70,5,,1.7455,0.0,0.45,
1768,1,70,5,,2.3765,0.0,0.55,
1769,1,70,5,,2.049,0.0,0.0,
1770,1,70,5,,99.1615,10.81081081081081,81.45,126.93038360677124
1771,1,70,5,,2.7275,0.0,0.0,
1772,1,70,5,,2.748,0.0,0.0,
1773,1,70,5,,39.0705,8.108108108108109,36.1,120.60773555632811
1774,1,70,5,,1.8735,0.0,0.0,
1775,1,70,5,,2.332,0.0,0.1,
1776,1,70,5,,26.2385,5.405405405405405,20.6,185.2938247774844
1777,1,70,5,,40.8305,10.81081081081081,44.3,121.23203429274551
1778,1,70,5,,2.342,0.0,0.0,
1779,1,70,5,,73.9655,16.216216216216218,66.3,115.8778619030182
1780,1,70,5,,2.114,0.0,0.0,
1781,1,70,5,,11.629,2.7027027027027026,10.1,114.37384300838684
1782,1,70,5,,48.967,10.81081081081081,37.35,122.73931039023518
1783,1,70,5,,2.2445,0.0,0.0,
1784,1,70,5,,93.821,10.81081081081081,87.75,116.2652481266879
1785,1,70,5,,1.846,0.0,0.0,
1786,1,70,5,,38.852,13.513513513513514,30.25,117.1224794037104
1787,1,70,5,,2.0055,0.0,0.0,
1788,1,70,5,,2.2525,0.0,0.0,
